Date,secucode,open,high,low,close,volume,amount,change,change_ratio
2023-07-03,601808,13.98,14.36,13.92,14.28,86986,123377768,0.4,2.881844380403458
2023-07-04,601808,14.33,14.53,14.24,14.48,75040,108256840,0.2,1.400560224089636
2023-07-05,601808,14.54,14.66,14.47,14.55,58672,85333616,0.07,0.4834254143646408
2023-07-06,601808,14.62,14.63,14.45,14.61,54009,78768792,0.06,0.4123711340206186
2023-07-07,601808,14.62,14.72,14.47,14.62,53979,78949888,0.01,0.0684462696783025
2023-07-10,601808,14.75,14.85,14.54,14.62,40785,59870068,0.0,0.0
2023-07-11,601808,14.78,14.79,14.57,14.76,42407,62417016,0.14,0.957592339261286
2023-07-12,601808,14.85,14.9,14.64,14.71,45644,67495176,-0.05,-0.3387533875338753
2023-07-13,601808,14.85,14.93,14.7,14.83,39666,58762036,0.12,0.8157715839564922
2023-07-14,601808,14.9,14.98,14.78,14.91,43212,64452272,0.08,0.5394470667565745
2023-07-17,601808,14.86,14.88,14.67,14.84,26757,39523884,-0.07,-0.4694835680751174
2023-07-18,601808,14.83,14.83,14.65,14.73,27809,40915284,-0.11,-0.7412398921832885
2023-07-19,601808,14.79,14.85,14.72,14.81,30991,45830596,0.08,0.5431093007467752
2023-07-20,601808,14.82,14.97,14.67,14.69,38708,57301536,-0.12,-0.8102633355840648
2023-07-21,601808,14.83,14.83,14.61,14.69,34620,50878412,0.0,0.0
2023-07-24,601808,14.7,14.75,14.54,14.69,22770,33370854,0.0,0.0
2023-07-25,601808,14.78,14.94,14.73,14.87,43079,64101812,0.18,1.2253233492171545
2023-07-26,601808,14.95,14.96,14.82,14.88,29522,43944556,0.01,0.0672494956287827
2023-07-27,601808,14.91,14.94,14.73,14.75,23598,35029392,-0.13,-0.8736559139784945
2023-07-28,601808,14.75,15.08,14.66,15.0,43280,64590432,0.25,1.694915254237288
2023-07-31,601808,15.12,15.23,15.01,15.19,49700,75212304,0.19,1.2666666666666666
2023-08-01,601808,15.2,15.37,15.16,15.32,55636,85092872,0.13,0.8558262014483212
2023-08-02,601808,15.38,15.39,15.18,15.27,43229,66032272,-0.05,-0.3263707571801566
2023-08-03,601808,15.23,15.25,15.01,15.14,31885,48240532,-0.13,-0.8513425016371972
2023-08-04,601808,15.27,15.4,15.09,15.1,33411,50793016,-0.04,-0.2642007926023778
2023-08-07,601808,15.08,15.19,15.06,15.13,24586,37185404,0.03,0.1986754966887417
2023-08-08,601808,15.13,15.18,15.01,15.07,29511,44521344,-0.06,-0.3965631196298744
2023-08-09,601808,15.14,15.14,14.98,15.04,25504,38341928,-0.03,-0.19907100199071
2023-08-10,601808,15.12,15.52,15.05,15.48,66329,102034376,0.44,2.925531914893617
2023-08-11,601808,15.46,15.54,15.24,15.25,52232,80277440,-0.23,-1.4857881136950903
2023-08-14,601808,15.24,15.3,14.98,15.2,28844,43631744,-0.05,-0.3278688524590163
2023-08-15,601808,15.22,15.28,15.08,15.28,30007,45581128,0.08,0.5263157894736842
2023-08-16,601808,15.19,15.2,14.81,14.85,38520,57541664,-0.43,-2.81413612565445
2023-08-17,601808,14.75,15.08,14.62,15.07,47241,70240600,0.22,1.4814814814814816
2023-08-18,601808,15.11,15.25,15.01,15.04,30954,46786448,-0.03,-0.19907100199071
2023-08-21,601808,15.0,15.18,14.89,14.92,31002,46466412,-0.12,-0.7978723404255319
2023-08-22,601808,14.92,14.98,14.72,14.94,38594,57296472,0.02,0.1340482573726541
2023-08-23,601808,14.88,15.03,14.68,14.8,41851,62338220,-0.14,-0.9370816599732262
2023-08-24,601808,14.78,14.93,14.61,14.61,33877,49783604,-0.19,-1.2837837837837838
2023-08-25,601808,14.7,14.78,14.5,14.54,42963,62753160,-0.07,-0.4791238877481177
2023-08-28,601808,15.06,15.2,14.92,14.96,80697,121216384,0.42,2.888583218707016
2023-08-29,601808,15.05,15.12,14.8,14.98,74900,111975808,0.02,0.1336898395721925
2023-08-30,601808,14.96,15.05,14.77,14.81,48062,71420488,-0.17,-1.1348464619492658
