Date,secucode,open,high,low,close,volume,amount,change,change_ratio,Newsnum_Title_news1,Newsnum_Cont_news1,Posnews_All_news1,Neunews_All_news1,Negnews_All_news1,Posnews_Ori_news1,Neunews_Ori_news1,Negnews_Ori_news1,Newsnum_Title_news2,Newsnum_Cont_news2,Posnews_All_news2,Neunews_All_news2,Negnews_All_news2,Posnews_Ori_news2,Neunews_Ori_news2,Negnews_Ori_news2
2023-07-03,600115,4.76,5.08,4.76,5.03,1166223,579815808.0,0.27,5.6722689075630255,0,2,1,1,0,1,1,0,0,3,3,0,0,2,0,0
2023-07-04,600115,5.01,5.09,4.98,5.08,434699,219497600.0,0.05,0.9940357852882704,,,,,,,,,1,6,5,1,0,4,1,0
2023-07-05,600115,5.07,5.07,4.97,5.03,282257,141296672.0,-0.05,-0.984251968503937,0,1,1,0,0,0,0,0,1,6,4,0,2,4,0,2
2023-07-06,600115,5.02,5.13,4.99,5.03,287009,144854176.0,0.0,0.0,,,,,,,,,2,6,3,0,3,1,0,1
2023-07-07,600115,5.02,5.05,4.98,5.03,214240,107526200.0,0.0,0.0,0,2,2,0,0,2,0,0,0,9,9,0,0,0,0,0
2023-07-10,600115,5.04,5.06,4.97,5.03,229521,115051872.0,0.0,0.0,0,1,0,0,1,0,0,0,1,4,2,1,1,0,0,1
2023-07-11,600115,5.02,5.09,5.0,5.08,299415,151289824.0,0.05,0.9940357852882704,,,,,,,,,0,2,0,2,0,0,1,0
2023-07-12,600115,4.98,4.98,4.7,4.77,1884173,905133760.0,-0.31,-6.102362204724409,0,1,1,0,0,1,0,0,2,2,0,2,0,0,0,0
2023-07-13,600115,4.81,4.84,4.71,4.73,1337573,635958464.0,-0.04,-0.8385744234800839,,,,,,,,,1,2,0,2,0,0,0,0
2023-07-14,600115,4.74,4.76,4.7,4.71,751983,355403968.0,-0.02,-0.4228329809725158,0,3,2,1,0,2,1,0,2,5,3,0,2,2,0,0
2023-07-17,600115,4.7,4.72,4.66,4.7,344803,161965168.0,-0.01,-0.2123142250530785,0,3,2,1,0,2,1,0,0,14,7,2,5,2,1,0
2023-07-18,600115,4.7,4.82,4.68,4.79,881354,420153408.0,0.09,1.9148936170212765,,,,,,,,,4,6,0,4,2,0,1,0
2023-07-19,600115,4.78,4.8,4.69,4.71,573220,270999040.0,-0.08,-1.670146137787056,0,3,3,0,0,2,0,0,0,2,2,0,0,0,0,0
2023-07-20,600115,4.72,4.75,4.69,4.7,483242,228271760.0,-0.01,-0.2123142250530785,,,,,,,,,0,7,3,1,3,1,1,1
2023-07-21,600115,4.69,4.75,4.68,4.7,427725,201630224.0,0.0,0.0,,,,,,,,,,,,,,,,
2023-07-24,600115,4.71,4.79,4.69,4.74,882795,419856192.0,0.04,0.851063829787234,,,,,,,,,1,3,2,0,1,1,0,1
2023-07-25,600115,4.81,4.87,4.78,4.82,1052441,506900224.0,0.08,1.6877637130801686,0,1,1,0,0,1,0,0,,,,,,,,
2023-07-26,600115,4.81,4.82,4.74,4.77,531741,253817088.0,-0.05,-1.0373443983402488,,,,,,,,,0,1,0,0,1,0,0,1
2023-07-27,600115,4.78,4.81,4.75,4.76,511155,244356592.0,-0.01,-0.2096436058700209,0,1,0,1,0,0,1,0,0,3,2,1,0,2,1,0
2023-07-28,600115,4.75,4.83,4.74,4.82,659332,316162304.0,0.06,1.2605042016806722,,,,,,,,,,,,,,,,
2023-07-31,600115,4.83,4.93,4.83,4.89,1005926,491225728.0,0.07,1.4522821576763485,,,,,,,,,3,6,3,1,2,2,1,1
2023-08-01,600115,4.89,4.94,4.83,4.86,698062,340648128.0,-0.03,-0.6134969325153374,,,,,,,,,0,12,9,3,0,2,0,0
2023-08-02,600115,4.85,4.85,4.78,4.8,605320,290810592.0,-0.06,-1.2345679012345678,0,3,3,0,0,3,0,0,1,9,5,2,2,0,1,0
2023-08-03,600115,4.79,4.83,4.75,4.83,505141,241992000.0,0.03,0.625,0,1,1,0,0,1,0,0,0,3,1,2,0,0,1,0
2023-08-04,600115,4.84,4.86,4.8,4.81,602577,290798080.0,-0.02,-0.4140786749482402,,,,,,,,,,,,,,,,
2023-08-07,600115,4.8,4.8,4.76,4.79,383893,183569040.0,-0.02,-0.4158004158004158,,,,,,,,,0,2,2,0,0,2,0,0
2023-08-08,600115,4.79,4.81,4.76,4.8,357469,170993424.0,0.01,0.208768267223382,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0
2023-08-09,600115,4.79,4.8,4.75,4.76,432245,206264448.0,-0.04,-0.8333333333333334,0,1,1,0,0,0,0,0,1,2,1,0,1,0,0,1
2023-08-10,600115,4.77,4.88,4.74,4.87,1329359,642778880.0,0.11,2.3109243697478994,,,,,,,,,0,2,1,0,1,0,0,1
