Date,secucode,open,high,low,close,volume,amount,change,change_ratio
2023-07-03,601288,3.54,3.63,3.53,3.62,3586926,1289108480,0.09,2.549575070821529
2023-07-04,601288,3.62,3.62,3.54,3.56,3729326,1333704704,-0.06,-1.6574585635359116
2023-07-05,601288,3.57,3.57,3.52,3.55,2116226,750196672,-0.01,-0.2808988764044944
2023-07-06,601288,3.54,3.55,3.49,3.51,3439896,1209534336,-0.04,-1.1267605633802815
2023-07-07,601288,3.5,3.54,3.5,3.52,1805379,635699648,0.01,0.2849002849002849
2023-07-10,601288,3.52,3.54,3.5,3.51,1797165,631549184,-0.01,-0.2840909090909091
2023-07-11,601288,3.52,3.54,3.51,3.53,1845016,651229504,0.02,0.5698005698005698
2023-07-12,601288,3.53,3.56,3.52,3.55,2209463,782525504,0.02,0.56657223796034
2023-07-13,601288,3.55,3.61,3.55,3.61,3171887,1137487360,0.06,1.6901408450704225
2023-07-14,601288,3.61,3.63,3.59,3.61,2954278,1066540160,0.0,0.0
2023-07-17,601288,3.62,3.63,3.58,3.62,4323829,1561075072,0.01,0.2770083102493075
2023-07-18,601288,3.42,3.44,3.4,3.4,4001720,1368897280,-0.22,-6.077348066298343
2023-07-19,601288,3.4,3.41,3.37,3.4,2728502,923560832,0.0,0.0
2023-07-20,601288,3.4,3.43,3.39,3.42,2087402,713587904,0.02,0.5882352941176471
2023-07-21,601288,3.41,3.43,3.41,3.41,1494400,510819840,-0.01,-0.2923976608187134
2023-07-24,601288,3.41,3.43,3.39,3.43,1561233,532977056,0.02,0.5865102639296188
2023-07-25,601288,3.44,3.49,3.43,3.49,3195089,1104864128,0.06,1.749271137026239
2023-07-26,601288,3.48,3.5,3.46,3.48,1784601,619755840,-0.01,-0.2865329512893982
2023-07-27,601288,3.49,3.58,3.48,3.54,3004812,1063454656,0.06,1.7241379310344829
2023-07-28,601288,3.53,3.62,3.52,3.61,3274327,1174131712,0.07,1.977401129943503
2023-07-31,601288,3.62,3.71,3.58,3.62,4413074,1601084160,0.01,0.2770083102493075
2023-08-01,601288,3.61,3.65,3.59,3.63,2148569,778556992,0.01,0.2762430939226519
2023-08-02,601288,3.61,3.61,3.5,3.51,5010064,1776340992,-0.12,-3.3057851239669422
2023-08-03,601288,3.51,3.57,3.47,3.55,3225276,1136708736,0.04,1.1396011396011396
2023-08-04,601288,3.57,3.6,3.55,3.55,2805904,1001266112,0.0,0.0
2023-08-07,601288,3.55,3.55,3.49,3.53,2673237,940723968,-0.02,-0.5633802816901409
2023-08-08,601288,3.52,3.55,3.5,3.51,1973530,694947584,-0.02,-0.56657223796034
2023-08-09,601288,3.51,3.54,3.5,3.52,2064024,727010304,0.01,0.2849002849002849
2023-08-10,601288,3.53,3.53,3.5,3.52,1831225,644034880,0.0,0.0
2023-08-11,601288,3.52,3.53,3.46,3.46,3022920,1053335168,-0.06,-1.7045454545454544
2023-08-14,601288,3.43,3.44,3.4,3.42,2794160,954197184,-0.04,-1.1560693641618496
2023-08-15,601288,3.42,3.5,3.41,3.49,3195440,1105858176,0.07,2.046783625730994
2023-08-16,601288,3.48,3.5,3.45,3.49,2132165,741998272,0.0,0.0
2023-08-17,601288,3.48,3.5,3.44,3.47,2455254,850902336,-0.02,-0.5730659025787965
2023-08-18,601288,3.46,3.52,3.46,3.49,2857721,1000306432,0.02,0.5763688760806917
2023-08-21,601288,3.51,3.51,3.42,3.43,3175587,1094981760,-0.06,-1.7191977077363898
2023-08-22,601288,3.43,3.49,3.43,3.48,3163270,1093284608,0.05,1.4577259475218658
2023-08-23,601288,3.48,3.51,3.47,3.48,2510814,877055232,0.0,0.0
2023-08-24,601288,3.49,3.5,3.45,3.47,2763578,958730816,-0.01,-0.2873563218390804
2023-08-25,601288,3.46,3.5,3.45,3.48,2606606,907437568,0.01,0.2881844380403458
2023-08-28,601288,3.59,3.61,3.51,3.54,4526726,1604036608,0.06,1.7241379310344829
2023-08-29,601288,3.53,3.54,3.46,3.48,3975237,1386098560,-0.06,-1.694915254237288
2023-08-30,601288,3.48,3.48,3.45,3.48,2191173,759035648,0.0,0.0
2023-08-31,601288,3.48,3.5,3.46,3.46,2067045,718086848,-0.02,-0.5747126436781609
2023-09-01,601288,3.46,3.47,3.44,3.44,2133388,735846016,-0.02,-0.5780346820809248
2023-09-04,601288,3.45,3.48,3.45,3.48,2322133,804988992,0.04,1.162790697674419
2023-09-05,601288,3.47,3.47,3.45,3.45,1346521,465650720,-0.03,-0.8620689655172413
2023-09-06,601288,3.45,3.47,3.45,3.46,1299551,449351776,0.01,0.2898550724637681
2023-09-07,601288,3.46,3.47,3.44,3.46,2006402,693324224,0.0,0.0
2023-09-08,601288,3.45,3.46,3.44,3.45,1327145,457246272,-0.01,-0.2890173410404624
2023-09-11,601288,3.45,3.45,3.43,3.44,2200491,757315264,-0.01,-0.2898550724637681
2023-09-12,601288,3.44,3.45,3.43,3.44,1160455,398843520,0.0,0.0
2023-09-13,601288,3.44,3.46,3.43,3.45,2058957,709864320,0.01,0.2906976744186046
2023-09-14,601288,3.45,3.51,3.44,3.5,4552914,1586495104,0.05,1.4492753623188406
2023-09-15,601288,3.51,3.53,3.47,3.47,3555350,1243775104,-0.03,-0.8571428571428572
2023-09-18,601288,3.48,3.48,3.45,3.47,2634991,912502528,0.0,0.0
2023-09-19,601288,3.47,3.53,3.46,3.53,3635733,1275073664,0.06,1.729106628242075
2023-09-20,601288,3.53,3.6,3.52,3.58,4177440,1489849856,0.05,1.41643059490085
2023-09-21,601288,3.59,3.61,3.55,3.56,2805875,1002973696,-0.02,-0.5586592178770949
2023-09-22,601288,3.56,3.6,3.53,3.59,3714282,1325632128,0.03,0.8426966292134831
2023-09-25,601288,3.59,3.63,3.58,3.62,3291333,1189721472,0.03,0.8356545961002786
2023-09-26,601288,3.62,3.64,3.6,3.62,2586036,935691968,0.0,0.0
2023-09-27,601288,3.62,3.62,3.56,3.56,3154589,1128500864,-0.06,-1.6574585635359116
2023-09-28,601288,3.58,3.62,3.57,3.6,2631104,948110720,0.04,1.1235955056179776
2023-10-09,601288,3.58,3.64,3.55,3.6,3022638,1084480384,0.0,0.0
2023-10-10,601288,3.6,3.65,3.59,3.61,2670485,966978624,0.01,0.2777777777777778
2023-10-11,601288,3.62,3.66,3.6,3.65,3707038,1346889984,0.04,1.10803324099723
2023-10-12,601288,3.7,3.77,3.65,3.67,5954787,2196869632,0.02,0.547945205479452
2023-10-13,601288,3.66,3.75,3.65,3.72,5072833,1885921536,0.05,1.3623978201634876
2023-10-16,601288,3.72,3.73,3.67,3.71,3292025,1217621504,-0.01,-0.2688172043010753
2023-10-17,601288,3.7,3.73,3.7,3.72,2029201,753748224,0.01,0.2695417789757413
2023-10-18,601288,3.71,3.75,3.7,3.74,3137931,1171667968,0.02,0.5376344086021506
2023-10-19,601288,3.73,3.74,3.66,3.67,4718542,1739653376,-0.07,-1.8716577540106951
2023-10-20,601288,3.65,3.68,3.62,3.66,4207668,1533676928,-0.01,-0.2724795640326975
2023-10-23,601288,3.64,3.69,3.63,3.65,2919950,1068895104,-0.01,-0.273224043715847
2023-10-24,601288,3.66,3.67,3.58,3.6,4029147,1455109248,-0.05,-1.36986301369863
2023-10-25,601288,3.62,3.62,3.54,3.56,5401327,1923114240,-0.04,-1.1111111111111112
2023-10-26,601288,3.55,3.63,3.54,3.62,4237219,1521222784,0.06,1.6853932584269662
2023-10-27,601288,3.63,3.67,3.6,3.63,4198135,1524581248,0.01,0.2762430939226519
2023-10-30,601288,3.63,3.63,3.53,3.56,6038786,2155432960,-0.07,-1.9283746556473829
2023-10-31,601288,3.55,3.6,3.54,3.59,3210902,1148219520,0.03,0.8426966292134831
2023-11-01,601288,3.59,3.63,3.57,3.62,3092760,1115819904,0.03,0.8356545961002786
2023-11-02,601288,3.63,3.68,3.62,3.66,2971691,1088144128,0.04,1.1049723756906076
2023-11-03,601288,3.66,3.66,3.61,3.62,2936573,1064833920,-0.04,-1.092896174863388
2023-11-06,601288,3.62,3.62,3.56,3.58,3742103,1340139776,-0.04,-1.1049723756906076
2023-11-07,601288,3.57,3.62,3.56,3.61,2615548,937615552,0.03,0.8379888268156425
2023-11-08,601288,3.6,3.62,3.59,3.6,1626710,586120064,-0.01,-0.2770083102493075
2023-11-09,601288,3.59,3.64,3.58,3.63,2547629,922574400,0.03,0.8333333333333334
2023-11-10,601288,3.63,3.68,3.62,3.63,3074486,1119031040,0.0,0.0
2023-11-13,601288,3.63,3.63,3.58,3.62,1951944,704198208,-0.01,-0.2754820936639118
2023-11-14,601288,3.62,3.65,3.6,3.63,2498937,904981568,0.01,0.2762430939226519
2023-11-15,601288,3.64,3.65,3.61,3.62,2246594,814809728,-0.01,-0.2754820936639118
2023-11-16,601288,3.62,3.66,3.6,3.65,3115453,1133457536,0.03,0.8287292817679558
2023-11-17,601288,3.64,3.65,3.62,3.63,1927914,700094144,-0.02,-0.547945205479452
2023-11-20,601288,3.63,3.66,3.63,3.65,2274335,829937472,0.02,0.5509641873278237
2023-11-21,601288,3.66,3.68,3.65,3.67,2748102,1006632704,0.02,0.547945205479452
2023-11-22,601288,3.66,3.68,3.65,3.66,1633433,599085760,-0.01,-0.2724795640326975
2023-11-23,601288,3.66,3.67,3.65,3.66,1755174,642053952,0.0,0.0
2023-11-24,601288,3.66,3.68,3.64,3.66,2222330,813881280,0.0,0.0
2023-11-27,601288,3.66,3.66,3.61,3.63,3098688,1125865728,-0.03,-0.819672131147541
2023-11-28,601288,3.64,3.65,3.62,3.64,1859984,676591040,0.01,0.2754820936639118
2023-11-29,601288,3.64,3.65,3.62,3.63,2153748,782885184,-0.01,-0.2747252747252747
2023-11-30,601288,3.63,3.66,3.62,3.66,2785039,1014186816,0.03,0.8264462809917356
2023-12-01,601288,3.66,3.68,3.65,3.65,3190755,1168896000,-0.01,-0.273224043715847
2023-12-04,601288,3.66,3.67,3.64,3.64,1876127,685266304,-0.01,-0.273972602739726
2023-12-05,601288,3.65,3.65,3.61,3.61,2717832,986911616,-0.03,-0.8241758241758242
2023-12-06,601288,3.61,3.61,3.53,3.53,5169957,1839405696,-0.08,-2.21606648199446
2023-12-07,601288,3.53,3.57,3.51,3.56,3530056,1249696256,0.03,0.84985835694051
2023-12-08,601288,3.56,3.59,3.54,3.57,3156025,1126716672,0.01,0.2808988764044944
2023-12-11,601288,3.57,3.57,3.5,3.55,3964809,1400588928,-0.02,-0.5602240896358543
2023-12-12,601288,3.55,3.63,3.54,3.62,4118896,1484260736,0.07,1.971830985915493
2023-12-13,601288,3.62,3.64,3.6,3.62,3069811,1113434752,0.0,0.0
2023-12-14,601288,3.63,3.65,3.61,3.62,2160570,783680960,0.0,0.0
2023-12-15,601288,3.63,3.64,3.58,3.58,2661979,958747008,-0.04,-1.1049723756906076
2023-12-18,601288,3.58,3.64,3.55,3.62,3086827,1114228608,0.04,1.11731843575419
2023-12-19,601288,3.63,3.64,3.6,3.64,2621205,951332800,0.02,0.5524861878453038
2023-12-20,601288,3.64,3.67,3.63,3.63,3037652,1109151360,-0.01,-0.2747252747252747
2023-12-21,601288,3.63,3.63,3.6,3.61,3221251,1163852032,-0.02,-0.5509641873278237
2023-12-22,601288,3.62,3.64,3.61,3.63,2851835,1035125824,0.02,0.554016620498615
2023-12-25,601288,3.63,3.66,3.63,3.66,2092689,763818496,0.03,0.8264462809917356
2023-12-26,601288,3.66,3.68,3.64,3.67,2307493,847127168,0.01,0.273224043715847
2023-12-27,601288,3.67,3.7,3.64,3.69,3410897,1251600256,0.02,0.544959128065395
2023-12-28,601288,3.69,3.71,3.62,3.63,5655405,2062528768,-0.06,-1.6260162601626018
2023-12-29,601288,3.63,3.66,3.62,3.64,3237253,1178848256,0.01,0.2754820936639118
