Date,secucode,open,high,low,close,volume,amount,change,change_ratio,Newsnum_Title_news1,Newsnum_Cont_news1,Posnews_All_news1,Neunews_All_news1,Negnews_All_news1,Posnews_Ori_news1,Neunews_Ori_news1,Negnews_Ori_news1,Newsnum_Title_news2,Newsnum_Cont_news2,Posnews_All_news2,Neunews_All_news2,Negnews_All_news2,Posnews_Ori_news2,Neunews_Ori_news2,Negnews_Ori_news2
2023-07-03,603260,70.42,72.48,70.05,70.84,33804,240755616,0.82,1.1710939731505283,,,,,,,,,1,1,1,0,0,1,0,0
2023-07-04,603260,70.67,71.19,70.42,70.64,22545,159478528,-0.2,-0.282326369282891,,,,,,,,,1,1,0,0,1,0,0,1
2023-07-05,603260,70.6,70.65,69.37,69.6,17812,124304912,-1.04,-1.4722536806342017,,,,,,,,,0,1,1,0,0,1,0,0
2023-07-06,603260,69.35,69.5,68.32,68.79,18031,124053104,-0.81,-1.163793103448276,,,,,,,,,1,3,1,1,1,1,1,0
2023-07-07,603260,68.6,68.75,68.07,68.36,12546,85755640,-0.43,-0.6250908562291031,,,,,,,,,1,2,0,0,2,0,0,1
2023-07-10,603260,69.6,74.35,68.83,72.12,66183,475931072,3.76,5.5002925687536575,,,,,,,,,2,2,2,0,0,2,0,0
2023-07-11,603260,71.5,72.47,70.91,72.08,29779,213253328,-0.04,-0.0554631170271769,,,,,,,,,,,,,,,,
2023-07-12,603260,72.3,73.96,71.68,72.97,37122,270713152,0.89,1.234739178690344,,,,,,,,,1,2,0,1,1,0,1,1
2023-07-13,603260,74.0,74.5,72.71,73.19,37115,272649632,0.22,0.3014937645607783,,,,,,,,,,,,,,,,
2023-07-14,603260,73.1,73.1,71.73,71.81,26720,192762512,-1.38,-1.8855034840825249,,,,,,,,,,,,,,,,
2023-07-17,603260,71.83,72.27,71.11,71.6,14374,102829504,-0.21,-0.2924383790558418,,,,,,,,,,,,,,,,
2023-07-18,603260,71.59,72.29,71.02,71.95,18543,132829728,0.35,0.4888268156424581,,,,,,,,,1,2,2,0,0,1,0,0
2023-07-19,603260,72.03,72.2,70.5,71.23,16740,119107304,-0.72,-1.0006949270326615,,,,,,,,,,,,,,,,
2023-07-20,603260,71.25,73.48,71.24,71.53,26388,190940448,0.3,0.4211708549768355,,,,,,,,,,,,,,,,
2023-07-21,603260,71.26,72.13,70.44,71.02,18046,128527936,-0.51,-0.7129875576681113,0,1,1,0,0,1,0,0,3,3,0,0,3,0,0,2
2023-07-24,603260,71.15,71.15,69.61,69.8,20550,143629840,-1.22,-1.7178259645170373,,,,,,,,,1,3,1,1,1,0,0,0
2023-07-25,603260,70.34,71.4,70.22,71.11,21070,149507472,1.31,1.8767908309455583,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
2023-07-26,603260,71.3,72.29,71.12,71.53,22972,164901888,0.42,0.5906342286598228,,,,,,,,,,,,,,,,
2023-07-27,603260,71.46,71.94,69.51,69.9,24562,173145120,-1.63,-2.278764154900042,,,,,,,,,,,,,,,,
2023-07-28,603260,69.29,71.17,68.99,70.71,30419,213783328,0.81,1.1587982832618025,,,,,,,,,,,,,,,,
