Date,secucode,open,high,low,close,volume,amount,change,change_ratio
2023-07-03,601988,3.92,4.0,3.9,3.98,1813102,717805568,0.07,1.7902813299232736
2023-07-04,601988,3.98,3.98,3.9,3.92,1855004,727980288,-0.06,-1.507537688442211
2023-07-05,601988,3.91,3.94,3.88,3.92,1510224,589883072,0.0,0.0
2023-07-06,601988,3.9,3.92,3.87,3.89,1595072,620689600,-0.03,-0.7653061224489796
2023-07-07,601988,3.87,3.91,3.86,3.88,1221381,474983744,-0.01,-0.2570694087403599
2023-07-10,601988,3.89,3.91,3.88,3.89,890674,346552064,0.01,0.2577319587628865
2023-07-11,601988,3.89,3.93,3.89,3.93,1136425,445413312,0.04,1.0282776349614395
2023-07-12,601988,3.94,3.95,3.92,3.93,1396504,549982144,0.0,0.0
2023-07-13,601988,3.94,4.0,3.94,3.99,1693458,672181312,0.06,1.5267175572519085
2023-07-14,601988,3.99,4.02,3.95,3.99,2207765,880973312,0.0,0.0
2023-07-17,601988,3.78,3.79,3.74,3.77,1669401,627878080,-0.22,-5.513784461152882
2023-07-18,601988,3.78,3.78,3.7,3.71,2049615,764897216,-0.06,-1.5915119363395225
2023-07-19,601988,3.7,3.72,3.68,3.72,1224851,453243936,0.01,0.2695417789757413
2023-07-20,601988,3.72,3.76,3.72,3.73,1100583,411501504,0.01,0.2688172043010753
2023-07-21,601988,3.72,3.75,3.71,3.74,939009,350285280,0.01,0.2680965147453083
2023-07-24,601988,3.73,3.74,3.69,3.71,1166080,433115360,-0.03,-0.8021390374331552
2023-07-25,601988,3.73,3.81,3.72,3.81,2021993,763041536,0.1,2.6954177897574128
2023-07-26,601988,3.81,3.85,3.77,3.79,1193718,452829312,-0.02,-0.5249343832020997
2023-07-27,601988,3.79,3.88,3.78,3.82,1853609,712107904,0.03,0.79155672823219
2023-07-28,601988,3.82,3.92,3.8,3.91,2526037,981451008,0.09,2.356020942408377
2023-07-31,601988,3.95,3.98,3.87,3.91,2330867,913576128,0.0,0.0
2023-08-01,601988,3.91,3.95,3.89,3.93,1498872,587524096,0.02,0.5115089514066496
2023-08-02,601988,3.9,3.91,3.81,3.82,2811308,1080172800,-0.11,-2.7989821882951653
2023-08-03,601988,3.83,3.87,3.8,3.87,1340641,515030944,0.05,1.3089005235602094
2023-08-04,601988,3.88,3.91,3.85,3.89,1892187,734171840,0.02,0.516795865633075
2023-08-07,601988,3.87,3.88,3.81,3.86,1323886,509443328,-0.03,-0.7712082262210797
2023-08-08,601988,3.85,3.86,3.82,3.83,1027654,394139552,-0.03,-0.7772020725388601
2023-08-09,601988,3.83,3.85,3.82,3.84,832603,319526144,0.01,0.2610966057441253
2023-08-10,601988,3.83,3.84,3.81,3.83,792116,303129888,-0.01,-0.2604166666666666
2023-08-11,601988,3.83,3.86,3.78,3.78,1694391,646243776,-0.05,-1.3054830287206265
2023-08-14,601988,3.75,3.76,3.69,3.72,1589075,590288704,-0.06,-1.5873015873015872
2023-08-15,601988,3.73,3.84,3.72,3.82,2222255,841215936,0.1,2.6881720430107525
2023-08-16,601988,3.8,3.82,3.76,3.81,1293324,491264480,-0.01,-0.2617801047120419
2023-08-17,601988,3.8,3.82,3.74,3.77,1377606,520447616,-0.04,-1.0498687664041997
2023-08-18,601988,3.77,3.82,3.77,3.78,1327257,503632544,0.01,0.2652519893899204
2023-08-21,601988,3.79,3.8,3.73,3.73,1146309,430308064,-0.05,-1.3227513227513228
2023-08-22,601988,3.73,3.79,3.73,3.79,1361137,512302752,0.06,1.6085790884718498
2023-08-23,601988,3.79,3.85,3.77,3.83,1797453,687459392,0.04,1.0554089709762533
2023-08-24,601988,3.83,3.84,3.77,3.78,1398800,531143680,-0.05,-1.3054830287206265
2023-08-25,601988,3.77,3.81,3.77,3.79,1619171,613041408,0.01,0.2645502645502645
2023-08-28,601988,3.94,3.95,3.8,3.84,2712526,1042937600,0.05,1.3192612137203166
2023-08-29,601988,3.83,3.85,3.78,3.8,1895785,721675968,-0.04,-1.0416666666666663
2023-08-30,601988,3.8,3.8,3.75,3.76,1754121,660019456,-0.04,-1.0526315789473684
2023-08-31,601988,3.75,3.79,3.74,3.75,1361684,511103104,-0.01,-0.2659574468085106
2023-09-01,601988,3.75,3.76,3.7,3.71,2242507,834063936,-0.04,-1.0666666666666669
2023-09-04,601988,3.72,3.75,3.71,3.73,2153409,802556160,0.02,0.5390835579514826
2023-09-05,601988,3.73,3.73,3.71,3.71,905348,336307648,-0.02,-0.5361930294906166
2023-09-06,601988,3.71,3.72,3.7,3.71,939327,348390624,0.0,0.0
2023-09-07,601988,3.72,3.73,3.7,3.71,1488461,552593344,0.0,0.0
2023-09-08,601988,3.71,3.71,3.67,3.68,1113510,410245120,-0.03,-0.8086253369272237
2023-09-11,601988,3.69,3.7,3.66,3.69,1305948,480227360,0.01,0.2717391304347826
