Date,secucode,open,high,low,close,volume,amount,change,change_ratio,Newsnum_Title_news1,Newsnum_Cont_news1,Posnews_All_news1,Neunews_All_news1,Negnews_All_news1,Posnews_Ori_news1,Neunews_Ori_news1,Negnews_Ori_news1,Newsnum_Title_news2,Newsnum_Cont_news2,Posnews_All_news2,Neunews_All_news2,Negnews_All_news2,Posnews_Ori_news2,Neunews_Ori_news2,Negnews_Ori_news2
2023-07-03,688008,57.62,60.33,56.7,59.87,203658,1194468480,2.45,4.266805990943922,1,1,1,0,0,1,0,0,,,,,,,,
2023-07-04,688008,59.98,63.55,59.87,62.7,233009,1447848320,2.83,4.726908301319526,,,,,,,,,2,5,2,0,3,1,0,2
2023-07-05,688008,62.35,63.8,62.3,62.68,182373,1151398144,-0.02,-0.0318979266347687,,,,,,,,,0,1,1,0,0,1,0,0
2023-07-06,688008,62.4,65.1,62.0,63.72,175601,1122887680,1.04,1.6592214422463305,,,,,,,,,1,1,0,1,0,0,1,0
2023-07-07,688008,64.02,65.17,62.68,63.7,191136,1226496512,-0.02,-0.0313873195229127,,,,,,,,,3,3,1,0,2,1,0,2
2023-07-10,688008,63.0,63.0,60.5,61.0,192452,1181146368,-2.7,-4.23861852433281,1,0,0,0,1,0,0,1,2,5,2,0,3,1,0,1
2023-07-11,688008,60.78,62.94,60.78,61.97,222355,1383773696,0.97,1.5901639344262295,,,,,,,,,5,3,2,1,2,0,0,0
2023-07-12,688008,60.8,60.95,58.08,59.08,203354,1205582592,-2.89,-4.663546877521382,,,,,,,,,4,7,1,1,5,0,1,0
2023-07-13,688008,59.5,61.98,59.31,61.48,183716,1123966336,2.4,4.062288422477995,,,,,,,,,0,5,1,0,4,1,0,0
2023-07-14,688008,61.96,62.79,61.5,61.99,131333,815860864,0.51,0.8295380611581002,,,,,,,,,1,1,1,0,0,0,0,0
2023-07-17,688008,61.8,62.6,60.03,61.1,143144,875488960,-0.89,-1.4357154379738668,,,,,,,,,2,2,1,0,1,0,0,0
2023-07-18,688008,61.25,62.12,60.16,60.17,98211,599630656,-0.93,-1.5220949263502457,,,,,,,,,0,1,0,1,0,0,1,0
2023-07-19,688008,60.43,60.54,58.1,59.19,91326,538441984,-0.98,-1.628718630546784,,,,,,,,,0,2,0,0,2,0,0,1
2023-07-20,688008,59.33,59.34,57.5,57.75,87811,509942336,-1.44,-2.432843385707045,,,,,,,,,1,2,1,1,0,1,1,0
2023-07-21,688008,57.75,58.8,57.15,57.6,70942,410802880,-0.15,-0.2597402597402597,0,1,1,0,0,1,0,0,0,2,1,0,1,0,0,0
2023-07-24,688008,57.64,59.57,57.6,58.59,92927,545323008,0.99,1.7187500000000002,0,2,2,0,0,0,0,0,0,7,5,1,1,0,0,0
2023-07-25,688008,59.15,59.59,58.11,59.28,87451,516746720,0.69,1.1776753712237584,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2023-07-26,688008,59.21,59.59,58.28,58.69,54816,322321728,-0.59,-0.99527665317139,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0
