Date,secucode,open,high,low,close,volume,amount,change,change_ratio
2023-07-03,600000,7.25,7.33,7.25,7.32,208737,152174192,0.08,1.1049723756906076
2023-07-04,600000,7.3,7.33,7.23,7.28,174473,126841704,-0.04,-0.546448087431694
2023-07-05,600000,7.26,7.28,7.21,7.25,113965,82596376,-0.03,-0.4120879120879121
2023-07-06,600000,7.25,7.27,7.19,7.21,148274,107119880,-0.04,-0.5517241379310345
2023-07-07,600000,7.21,7.25,7.18,7.22,147488,106398640,0.01,0.1386962552011095
2023-07-10,600000,7.22,7.25,7.2,7.22,114106,82406256,0.0,0.0
2023-07-11,600000,7.26,7.29,7.23,7.28,140741,102272416,0.06,0.8310249307479225
2023-07-12,600000,7.28,7.32,7.25,7.25,144145,105021888,-0.03,-0.4120879120879121
2023-07-13,600000,7.3,7.4,7.27,7.4,269254,198390784,0.15,2.0689655172413794
2023-07-14,600000,7.42,7.45,7.38,7.44,195696,145348736,0.04,0.5405405405405406
2023-07-17,600000,7.44,7.45,7.35,7.42,139920,103339600,-0.02,-0.2688172043010753
2023-07-18,600000,7.42,7.42,7.37,7.39,120265,88895176,-0.03,-0.4043126684636118
2023-07-19,600000,7.36,7.43,7.36,7.41,181895,134677040,0.02,0.2706359945872801
2023-07-20,600000,7.43,7.48,7.4,7.42,266868,198503264,0.01,0.1349527665317139
2023-07-21,600000,7.1,7.15,7.07,7.12,276614,196813984,-0.3,-4.043126684636119
2023-07-24,600000,7.08,7.16,7.07,7.13,258402,184072416,0.01,0.1404494382022472
2023-07-25,600000,7.18,7.29,7.17,7.27,314447,227784688,0.14,1.9635343618513323
2023-07-26,600000,7.28,7.34,7.26,7.29,228180,166416272,0.02,0.2751031636863824
2023-07-27,600000,7.33,7.4,7.29,7.37,261987,193006448,0.08,1.0973936899862824
2023-07-28,600000,7.33,7.52,7.33,7.5,465288,347454784,0.13,1.7639077340569878
2023-07-31,600000,7.55,7.64,7.52,7.6,528042,400087136,0.1,1.3333333333333337
2023-08-01,600000,7.58,7.63,7.54,7.6,309342,234625792,0.0,0.0
2023-08-02,600000,7.56,7.59,7.43,7.48,426545,319717248,-0.12,-1.5789473684210529
2023-08-03,600000,7.52,7.58,7.44,7.56,293295,220449824,0.08,1.06951871657754
2023-08-04,600000,7.59,7.65,7.54,7.58,342568,260297664,0.02,0.2645502645502645
2023-08-07,600000,7.57,7.57,7.49,7.52,260128,195449520,-0.06,-0.79155672823219
2023-08-08,600000,7.47,7.55,7.43,7.52,270012,202344896,0.0,0.0
2023-08-09,600000,7.5,7.55,7.47,7.55,177925,133937328,0.03,0.3989361702127659
2023-08-10,600000,7.45,7.46,7.35,7.42,528653,391107904,-0.13,-1.7218543046357615
2023-08-11,600000,7.44,7.44,7.23,7.23,370511,270665760,-0.19,-2.560646900269542
2023-08-14,600000,7.18,7.2,7.05,7.1,442455,315007744,-0.13,-1.7980636237897647
2023-08-15,600000,7.12,7.19,7.09,7.17,312186,222582864,0.07,0.9859154929577464
2023-08-16,600000,7.15,7.19,7.12,7.14,229539,163923264,-0.03,-0.4184100418410041
2023-08-17,600000,7.13,7.14,7.05,7.1,372024,263598976,-0.04,-0.5602240896358543
2023-08-18,600000,7.1,7.17,7.07,7.07,281505,200372016,-0.03,-0.4225352112676055
2023-08-21,600000,7.06,7.11,6.96,6.96,425176,298419520,-0.11,-1.555869872701556
2023-08-22,600000,6.98,7.04,6.97,7.01,329399,230491376,0.05,0.7183908045977011
2023-08-23,600000,7.01,7.09,6.98,7.02,301513,212210304,0.01,0.1426533523537803
2023-08-24,600000,7.03,7.06,6.98,6.99,246049,172413200,-0.03,-0.4273504273504274
2023-08-25,600000,6.99,7.09,6.97,7.05,247038,174021376,0.06,0.8583690987124464
2023-08-28,600000,7.3,7.32,7.12,7.15,666480,480922464,0.1,1.4184397163120568
2023-08-29,600000,7.2,7.2,7.03,7.07,504374,357554848,-0.08,-1.118881118881119
2023-08-30,600000,7.1,7.1,7.01,7.03,287183,202072784,-0.04,-0.5657708628005658
2023-08-31,600000,7.03,7.09,6.98,6.98,329331,231268208,-0.05,-0.7112375533428165
2023-09-01,600000,6.99,7.04,6.99,7.01,217929,152752416,0.03,0.4297994269340974
2023-09-04,600000,7.06,7.14,7.03,7.11,368143,261369408,0.1,1.4265335235378032
2023-09-05,600000,7.1,7.12,7.03,7.04,223267,157581024,-0.07,-0.9845288326300984
2023-09-06,600000,7.02,7.09,7.02,7.09,167364,118026824,0.05,0.7102272727272727
2023-09-07,600000,7.09,7.1,7.02,7.04,202718,143062800,-0.05,-0.7052186177715092
2023-09-08,600000,7.03,7.05,7.0,7.0,184165,129109496,-0.04,-0.5681818181818182
2023-09-11,600000,7.02,7.09,7.0,7.04,248849,175285120,0.04,0.5714285714285714
2023-09-12,600000,7.03,7.07,7.03,7.06,209762,147913328,0.02,0.2840909090909091
2023-09-13,600000,7.09,7.1,7.04,7.05,200498,141654384,-0.01,-0.141643059490085
2023-09-14,600000,7.08,7.12,7.06,7.11,355798,252575936,0.06,0.851063829787234
2023-09-15,600000,7.12,7.16,7.07,7.12,340819,242512752,0.01,0.140646976090014
2023-09-18,600000,7.09,7.1,7.03,7.07,222820,157407872,-0.05,-0.7022471910112359
2023-09-19,600000,7.08,7.13,7.05,7.13,282345,200455776,0.06,0.8486562942008486
2023-09-20,600000,7.12,7.15,7.08,7.13,163030,116256768,0.0,0.0
2023-09-21,600000,7.13,7.17,7.09,7.1,273069,194557952,-0.03,-0.4207573632538569
2023-09-22,600000,7.1,7.18,7.07,7.18,321812,229743632,0.08,1.1267605633802815
2023-09-25,600000,7.18,7.2,7.13,7.16,307174,220116848,-0.02,-0.2785515320334262
2023-09-26,600000,7.17,7.19,7.12,7.15,218860,156520400,-0.01,-0.1396648044692737
2023-09-27,600000,7.19,7.19,7.11,7.13,320672,229044784,-0.02,-0.2797202797202797
2023-09-28,600000,7.15,7.17,7.1,7.1,224353,159899376,-0.03,-0.4207573632538569
2023-10-09,600000,7.08,7.08,7.0,7.03,277631,195214400,-0.07,-0.9859154929577464
2023-10-10,600000,7.13,7.14,7.01,7.01,240955,169856240,-0.02,-0.2844950213371266
2023-10-11,600000,7.06,7.08,7.01,7.02,240574,169371360,0.01,0.1426533523537803
2023-10-12,600000,7.09,7.17,7.06,7.14,363469,259223136,0.12,1.7094017094017095
2023-10-13,600000,7.11,7.15,7.08,7.1,196504,139771984,-0.04,-0.5602240896358543
2023-10-16,600000,7.12,7.13,7.04,7.07,249077,176097568,-0.03,-0.4225352112676055
2023-10-17,600000,7.09,7.1,7.05,7.09,190291,134630096,0.02,0.2828854314002829
2023-10-18,600000,7.07,7.11,7.05,7.05,214857,152063024,-0.04,-0.5641748942172073
2023-10-19,600000,7.04,7.05,6.83,6.84,616797,425956896,-0.21,-2.9787234042553195
2023-10-20,600000,6.81,6.93,6.8,6.87,310679,213203776,0.03,0.4385964912280701
2023-10-23,600000,6.87,6.89,6.8,6.83,238243,163199040,-0.04,-0.5822416302765648
2023-10-24,600000,6.85,6.86,6.81,6.82,281292,192108544,-0.01,-0.1464128843338213
2023-10-25,600000,6.86,6.93,6.83,6.93,268411,184734448,0.11,1.6129032258064515
2023-10-26,600000,6.93,7.02,6.89,6.96,247394,172369040,0.03,0.4329004329004329
2023-10-27,600000,6.96,7.02,6.94,6.99,194657,136008288,0.03,0.4310344827586206
2023-10-30,600000,6.86,6.89,6.77,6.8,523888,357184224,-0.19,-2.718168812589413
2023-10-31,600000,6.79,6.84,6.78,6.82,261732,178254032,0.02,0.2941176470588235
2023-11-01,600000,6.83,6.88,6.8,6.86,282722,193451600,0.04,0.5865102639296188
2023-11-02,600000,6.9,6.95,6.86,6.94,246110,170407888,0.08,1.1661807580174928
2023-11-03,600000,6.94,6.95,6.89,6.89,222025,153480944,-0.05,-0.7204610951008645
2023-11-06,600000,6.89,6.96,6.89,6.94,194328,134702064,0.05,0.7256894049346879
2023-11-07,600000,6.92,6.94,6.89,6.91,159130,110004328,-0.03,-0.4322766570605187
2023-11-08,600000,6.9,6.92,6.87,6.9,177612,122454640,-0.01,-0.1447178002894356
2023-11-09,600000,6.9,6.96,6.88,6.93,219103,151983648,0.03,0.4347826086956521
2023-11-10,600000,6.91,6.96,6.86,6.88,204589,141085872,-0.05,-0.7215007215007215
2023-11-13,600000,6.88,6.9,6.82,6.88,141680,97098288,0.0,0.0
2023-11-14,600000,6.87,6.91,6.87,6.88,137774,94936064,0.0,0.0
2023-11-15,600000,6.93,6.99,6.91,6.96,243400,169286976,0.08,1.162790697674419
2023-11-16,600000,6.97,6.98,6.92,6.93,144128,100069368,-0.03,-0.4310344827586206
2023-11-17,600000,6.94,6.94,6.85,6.86,207753,142782032,-0.07,-1.0101010101010102
