Date,secucode,open,high,low,close,volume,amount,change,change_ratio,Newsnum_Title_news1,Newsnum_Cont_news1,Posnews_All_news1,Neunews_All_news1,Negnews_All_news1,Posnews_Ori_news1,Neunews_Ori_news1,Negnews_Ori_news1,Newsnum_Title_news2,Newsnum_Cont_news2,Posnews_All_news2,Neunews_All_news2,Negnews_All_news2,Posnews_Ori_news2,Neunews_Ori_news2,Negnews_Ori_news2
2020-01-02,600309,56.5,57.6,55.69,55.89,213379,1203715712,-0.28,-0.4984867366921844,0,1,1,0,0,1,0,0,,,,,,,,
2020-01-03,600309,55.9,57.76,55.9,56.94,177848,1015667456,1.05,1.8786902844873856,,,,,,,,,,,,,,,,
2020-01-06,600309,56.7,57.35,53.65,55.2,274945,1527480192,-1.74,-3.0558482613277134,,,,,,,,,1,1,0,0,1,0,0,1
2020-01-07,600309,55.2,55.99,54.59,54.78,200630,1105506816,-0.42,-0.7608695652173914,1,1,1,0,0,1,0,0,,,,,,,,
2020-01-08,600309,54.82,54.99,53.8,54.25,167528,910461312,-0.53,-0.967506389193136,,,,,,,,,0,3,1,2,0,1,2,0
2020-01-09,600309,54.67,55.56,54.0,55.36,127669,702827136,1.11,2.046082949308756,0,3,3,0,0,3,0,0,1,2,2,0,0,2,0,0
2020-01-10,600309,55.36,55.47,53.53,54.36,187824,1016849728,-1.0,-1.8063583815028903,0,1,1,0,0,1,0,0,3,4,4,0,0,1,0,0
2020-01-13,600309,54.49,54.6,53.35,54.4,144255,778521024,0.04,0.0735835172921265,0,1,1,0,0,0,0,0,4,6,1,4,1,1,1,0
2020-01-14,600309,54.55,55.86,54.55,55.07,183043,1013027648,0.67,1.2316176470588236,0,1,1,0,0,1,0,0,,,,,,,,
2020-01-15,600309,55.0,55.03,53.57,53.96,126227,682182528,-1.11,-2.0156164881060468,0,2,2,0,0,0,0,0,0,2,2,0,0,1,0,0
2020-01-16,600309,54.34,55.13,53.9,54.11,97108,528028032,0.15,0.2779836916234248,0,2,2,0,0,2,0,0,0,2,2,0,0,2,0,0
2020-01-17,600309,54.26,54.4,53.66,53.92,76582,412892096,-0.19,-0.3511365736462761,,,,,,,,,1,3,0,3,0,0,2,0
2020-01-20,600309,54.11,54.9,53.88,54.53,112633,613371712,0.61,1.131305637982196,0,1,1,0,0,0,0,0,,,,,,,,
2020-01-21,600309,54.71,54.78,52.89,53.78,155823,834594624,-0.75,-1.3753896937465615,,,,,,,,,0,1,0,0,1,0,0,1
2020-01-22,600309,53.4,54.17,53.02,53.92,112027,602444096,0.14,0.2603198214949795,,,,,,,,,,,,,,,,
2020-01-23,600309,53.8,53.8,50.92,51.91,240974,1251921536,-2.01,-3.727744807121662,0,2,1,1,0,0,0,0,,,,,,,,
2020-02-03,600309,46.72,48.8,46.72,48.49,334513,1602994048,-3.42,-6.588325948757465,,,,,,,,,2,2,0,2,0,0,1,0
2020-02-04,600309,48.8,50.3,48.75,49.47,309379,1526612608,0.98,2.021035265003093,,,,,,,,,0,1,0,1,0,0,0,0
