Date,secucode,open,high,low,close,volume,amount,change,change_ratio,Newsnum_Title_news1,Newsnum_Cont_news1,Posnews_All_news1,Neunews_All_news1,Negnews_All_news1,Posnews_Ori_news1,Neunews_Ori_news1,Negnews_Ori_news1,Newsnum_Title_news2,Newsnum_Cont_news2,Posnews_All_news2,Neunews_All_news2,Negnews_All_news2,Posnews_Ori_news2,Neunews_Ori_news2,Negnews_Ori_news2
2020-01-02,002252,7.43,7.54,7.37,7.52,541389,403647776.0,0.1,1.3477088948787064,,,,,,,,,,,,,,,,
2020-01-03,002252,7.52,7.6,7.44,7.5,395919,297553024.0,-0.02,-0.2659574468085106,,,,,,,,,,,,,,,,
2020-01-06,002252,7.44,7.57,7.39,7.5,449678,336387712.0,0.0,0.0,,,,,,,,,,,,,,,,
2020-01-07,002252,7.49,7.64,7.47,7.64,559116,422813184.0,0.14,1.866666666666667,,,,,,,,,3,3,0,0,3,0,0,1
2020-01-08,002252,7.59,7.75,7.42,7.43,530479,401619072.0,-0.21,-2.74869109947644,,,,,,,,,,,,,,,,
2020-01-09,002252,7.52,7.65,7.47,7.58,498395,376343424.0,0.15,2.0188425302826376,,,,,,,,,,,,,,,,
2020-01-10,002252,7.61,7.64,7.49,7.53,296210,223619088.0,-0.05,-0.6596306068601583,,,,,,,,,,,,,,,,
2020-01-13,002252,7.5,7.52,7.37,7.49,354094,263235728.0,-0.04,-0.5312084993359893,,,,,,,,,,,,,,,,
2020-01-14,002252,7.48,7.54,7.42,7.42,350645,261638048.0,-0.07,-0.9345794392523364,,,,,,,,,,,,,,,,
2020-01-15,002252,7.44,7.45,7.3,7.32,343273,252242800.0,-0.1,-1.3477088948787064,,,,,,,,,,,,,,,,
2020-01-16,002252,7.33,7.34,7.2,7.22,358096,259525920.0,-0.1,-1.366120218579235,,,,,,,,,,,,,,,,
2020-01-17,002252,7.23,7.29,7.22,7.23,234557,169946256.0,0.01,0.1385041551246537,,,,,,,,,2,3,1,0,2,0,0,1
2020-01-20,002252,7.29,7.45,7.29,7.45,423502,313008608.0,0.22,3.0428769017980635,,,,,,,,,,,,,,,,
2020-01-21,002252,7.5,7.94,7.5,7.8,1053421,810683264.0,0.35,4.697986577181208,,,,,,,,,,,,,,,,
2020-01-22,002252,7.86,7.96,7.56,7.64,700834,539852544.0,-0.16,-2.051282051282051,,,,,,,,,3,3,1,0,2,1,0,0
2020-01-23,002252,7.77,8.15,7.7,8.01,1249081,982709824.0,0.37,4.842931937172775,,,,,,,,,,,,,,,,
2020-02-03,002252,8.6,8.6,7.31,7.93,1622563,1310250752.0,-0.08,-0.9987515605493134,,,,,,,,,2,2,1,1,0,1,1,0
2020-02-04,002252,7.64,8.24,7.64,8.22,1404772,1125582976.0,0.29,3.656998738965952,,,,,,,,,8,9,2,3,4,0,0,1
2020-02-05,002252,8.81,9.04,8.4,9.04,2333397,2048741120.0,0.82,9.975669099756692,,,,,,,,,0,1,0,1,0,0,1,0
2020-02-06,002252,9.38,9.94,9.23,9.94,1976375,1913104000.0,0.9,9.95575221238938,,,,,,,,,1,3,1,1,1,1,1,1
2020-02-07,002252,10.15,10.75,9.28,9.5,3074402,3086026496.0,-0.44,-4.426559356136821,,,,,,,,,2,2,0,0,2,0,0,2
2020-02-10,002252,9.5,9.79,8.79,9.11,2118482,1955792896.0,-0.39,-4.105263157894737,,,,,,,,,,,,,,,,
2020-02-11,002252,9.14,9.14,8.63,8.8,1404752,1235884032.0,-0.31,-3.4028540065861685,,,,,,,,,,,,,,,,
2020-02-12,002252,8.83,9.05,8.73,8.86,1104339,982137664.0,0.06,0.6818181818181818,0,1,0,0,1,0,0,1,0,4,2,0,2,0,0,0
2020-02-13,002252,9.1,9.74,8.89,9.44,2074425,1926592256.0,0.58,6.54627539503386,,,,,,,,,4,12,7,3,3,2,0,2
2020-02-14,002252,10.38,10.38,10.0,10.18,3070892,3144389888.0,0.74,7.838983050847458,0,1,0,1,0,0,1,0,4,27,14,8,5,1,1,2
2020-02-17,002252,9.78,9.93,9.52,9.75,2128528,2069488000.0,-0.43,-4.223968565815324,,,,,,,,,0,2,1,0,1,0,0,0
2020-02-18,002252,9.62,9.92,9.61,9.68,1419598,1380378880.0,-0.07,-0.717948717948718,,,,,,,,,,,,,,,,
2020-02-19,002252,9.76,9.76,9.03,9.1,1688772,1568293888.0,-0.58,-5.991735537190083,,,,,,,,,,,,,,,,
2020-02-20,002252,9.12,9.3,8.88,9.18,1176423,1070088000.0,0.08,0.8791208791208791,,,,,,,,,,,,,,,,
2020-02-21,002252,9.11,9.28,9.01,9.15,968547,885635328.0,-0.03,-0.326797385620915,,,,,,,,,,,,,,,,
2020-02-24,002252,9.25,9.58,9.22,9.5,1204563,1136694656.0,0.35,3.825136612021858,,,,,,,,,,,,,,,,
2020-02-25,002252,9.3,9.88,9.21,9.75,1585210,1531113344.0,0.25,2.631578947368421,,,,,,,,,,,,,,,,
2020-02-26,002252,9.62,9.68,9.22,9.24,1058643,995779136.0,-0.51,-5.230769230769231,,,,,,,,,7,8,3,0,5,1,0,1
2020-02-27,002252,9.38,9.47,9.24,9.31,584706,546216704.0,0.07,0.7575757575757576,,,,,,,,,1,1,0,0,1,0,0,0
2020-02-28,002252,9.05,9.34,8.86,9.11,1017901,923103744.0,-0.2,-2.148227712137486,,,,,,,,,1,1,0,0,1,0,0,0
2020-03-02,002252,9.16,9.44,9.04,9.38,821821,761956096.0,0.27,2.96377607025247,,,,,,,,,1,1,0,0,1,0,0,0
2020-03-03,002252,9.41,9.73,9.33,9.52,1145053,1093772288.0,0.14,1.4925373134328357,,,,,,,,,,,,,,,,
2020-03-04,002252,9.42,9.5,9.17,9.42,713260,665557248.0,-0.1,-1.050420168067227,,,,,,,,,0,1,0,0,1,0,0,1
2020-03-05,002252,9.45,9.49,9.27,9.33,618248,578967616.0,-0.09,-0.9554140127388536,,,,,,,,,0,1,0,0,1,0,0,1
2020-03-06,002252,9.24,9.43,9.18,9.24,482522,449132544.0,-0.09,-0.964630225080386,,,,,,,,,,,,,,,,
2020-03-09,002252,9.2,9.27,8.91,8.96,700407,635176064.0,-0.28,-3.0303030303030303,,,,,,,,,,,,,,,,
2020-03-10,002252,8.7,8.96,8.49,8.86,822213,717682176.0,-0.1,-1.1160714285714286,,,,,,,,,2,2,2,0,0,1,0,0
2020-03-11,002252,9.1,9.27,8.86,8.89,646277,586534080.0,0.03,0.3386004514672686,,,,,,,,,1,6,3,1,2,1,1,1
2020-03-12,002252,8.7,8.83,8.52,8.62,484158,418207776.0,-0.27,-3.0371203599550056,,,,,,,,,,,,,,,,
2020-03-13,002252,8.09,8.54,8.09,8.44,529522,440274112.0,-0.18,-2.088167053364269,,,,,,,,,1,1,1,0,0,1,0,0
2020-03-16,002252,8.61,8.85,8.25,8.32,647561,554868352.0,-0.12,-1.4218009478672986,,,,,,,,,7,7,0,2,5,0,1,0
2020-03-17,002252,8.29,8.45,7.87,8.2,662869,539863488.0,-0.12,-1.4423076923076923,,,,,,,,,1,1,0,0,1,0,0,0
2020-03-18,002252,8.32,8.43,7.98,8.0,492620,404795488.0,-0.2,-2.4390243902439024,,,,,,,,,1,1,0,0,1,0,0,1
2020-03-19,002252,8.0,8.1,7.75,7.87,542826,428187136.0,-0.13,-1.625,,,,,,,,,0,1,1,0,0,1,0,0
2020-03-20,002252,7.98,8.17,7.88,8.09,705116,568060672.0,0.22,2.795425667090216,,,,,,,,,3,3,0,0,3,0,0,2
2020-03-23,002252,7.94,8.14,7.82,7.85,489249,390655904.0,-0.24,-2.966625463535229,,,,,,,,,,,,,,,,
2020-03-24,002252,7.98,8.03,7.64,7.84,431641,337959744.0,-0.01,-0.1273885350318471,,,,,,,,,,,,,,,,
2020-03-25,002252,8.0,8.14,7.92,8.09,568471,456817696.0,0.25,3.188775510204082,,,,,,,,,,,,,,,,
2020-03-26,002252,8.04,8.34,7.98,8.16,616596,503925888.0,0.07,0.865265760197775,,,,,,,,,,,,,,,,
2020-03-27,002252,8.25,8.27,7.96,7.98,459051,371073280.0,-0.18,-2.2058823529411766,,,,,,,,,,,,,,,,
2020-03-30,002252,7.98,8.12,7.83,7.91,387331,309212672.0,-0.07,-0.8771929824561403,0,1,0,0,1,0,0,1,1,3,0,0,3,0,0,2
2020-03-31,002252,7.97,7.99,7.78,7.78,365841,287258624.0,-0.13,-1.643489254108723,,,,,,,,,,,,,,,,
2020-04-01,002252,7.75,7.91,7.62,7.71,389021,300909344.0,-0.07,-0.8997429305912596,,,,,,,,,,,,,,,,
2020-04-02,002252,7.68,7.79,7.6,7.79,279911,215482368.0,0.08,1.0376134889753563,,,,,,,,,,,,,,,,
2020-04-03,002252,7.79,7.93,7.77,7.82,297352,233263808.0,0.03,0.3851091142490372,,,,,,,,,,,,,,,,
2020-04-07,002252,7.92,8.07,7.86,8.05,444078,355258560.0,0.23,2.941176470588235,,,,,,,,,,,,,,,,
2020-04-08,002252,8.0,8.12,7.93,7.99,359018,287656224.0,-0.06,-0.7453416149068323,,,,,,,,,,,,,,,,
2020-04-09,002252,8.0,8.22,7.98,8.19,499843,406285216.0,0.2,2.503128911138924,,,,,,,,,3,3,0,0,3,0,0,1
2020-04-10,002252,8.14,8.23,7.92,7.94,431394,347603008.0,-0.25,-3.0525030525030523,,,,,,,,,1,1,0,0,1,0,0,0
2020-04-13,002252,7.91,8.07,7.83,7.95,255057,203118784.0,0.01,0.1259445843828715,,,,,,,,,,,,,,,,
2020-04-14,002252,7.99,8.06,7.85,8.03,355158,282336576.0,0.08,1.0062893081761006,,,,,,,,,,,,,,,,
2020-04-15,002252,8.03,8.43,8.01,8.24,712796,589247104.0,0.21,2.6151930261519305,,,,,,,,,,,,,,,,
2020-04-16,002252,8.19,8.35,8.1,8.26,541059,445210304.0,0.02,0.2427184466019417,,,,,,,,,2,2,0,0,2,0,0,1
2020-04-17,002252,8.26,8.29,8.12,8.14,409283,334512480.0,-0.12,-1.452784503631961,,,,,,,,,,,,,,,,
2020-04-20,002252,8.1,8.25,8.1,8.2,286450,234169440.0,0.06,0.7371007371007371,,,,,,,,,,,,,,,,
2020-04-21,002252,8.15,8.23,8.02,8.06,302828,245421840.0,-0.14,-1.707317073170732,,,,,,,,,,,,,,,,
2020-04-22,002252,8.04,8.11,7.95,8.1,210881,169694768.0,0.04,0.4962779156327543,,,,,,,,,0,2,2,0,0,1,0,0
2020-04-23,002252,8.12,8.91,8.11,8.91,1406020,1234555008.0,0.81,10.0,,,,,,,,,5,9,9,0,0,4,0,0
2020-04-24,002252,8.92,9.2,8.79,8.81,1825683,1643016192.0,-0.1,-1.122334455667789,,,,,,,,,1,2,1,0,1,0,0,0
2020-04-27,002252,8.8,8.81,8.38,8.55,942736,807146816.0,-0.26,-2.9511918274687856,,,,,,,,,0,2,0,0,2,0,0,0
2020-04-28,002252,8.71,8.83,8.23,8.55,776822,665809984.0,0.0,0.0,,,,,,,,,5,5,4,0,1,1,0,0
2020-04-29,002252,8.5,8.59,8.35,8.36,494449,418099680.0,-0.19,-2.2222222222222223,,,,,,,,,,,,,,,,
2020-04-30,002252,8.37,8.54,8.37,8.47,433529,366886880.0,0.11,1.3157894736842104,,,,,,,,,,,,,,,,
2020-05-06,002252,8.41,8.65,8.37,8.58,503425,429551296.0,0.11,1.2987012987012987,,,,,,,,,,,,,,,,
2020-05-07,002252,8.59,8.6,8.43,8.44,424665,360226368.0,-0.14,-1.6317016317016315,,,,,,,,,6,6,3,2,1,0,1,1
2020-05-08,002252,8.5,8.58,8.45,8.5,390738,332881536.0,0.06,0.7109004739336493,,,,,,,,,0,1,1,0,0,1,0,0
2020-05-11,002252,8.55,8.77,8.48,8.77,728876,631311360.0,0.27,3.176470588235294,,,,,,,,,,,,,,,,
2020-05-12,002252,8.74,8.96,8.68,8.77,659265,582211328.0,0.0,0.0,,,,,,,,,,,,,,,,
2020-05-13,002252,8.7,8.87,8.63,8.74,436958,381955072.0,-0.03,-0.3420752565564424,,,,,,,,,,,,,,,,
2020-05-14,002252,8.67,8.71,8.58,8.59,337547,291750080.0,-0.15,-1.7162471395881007,,,,,,,,,,,,,,,,
2020-05-15,002252,8.63,8.68,8.5,8.53,280695,240228272.0,-0.06,-0.6984866123399301,,,,,,,,,,,,,,,,
2020-05-18,002252,8.5,8.73,8.5,8.64,334059,287846944.0,0.11,1.2895662368112544,,,,,,,,,,,,,,,,
2020-05-19,002252,8.72,8.81,8.66,8.74,351293,306491712.0,0.1,1.1574074074074074,,,,,,,,,,,,,,,,
2020-05-20,002252,8.73,8.74,8.52,8.57,313872,270302176.0,-0.17,-1.9450800915331807,,,,,,,,,,,,,,,,
2020-05-21,002252,8.59,8.7,8.43,8.44,302125,258114240.0,-0.13,-1.5169194865810969,,,,,,,,,,,,,,,,
2020-05-22,002252,8.41,8.51,8.11,8.19,398895,330388032.0,-0.25,-2.962085308056872,,,,,,,,,,,,,,,,
2020-05-25,002252,8.2,8.26,8.07,8.09,242495,197845248.0,-0.1,-1.221001221001221,,,,,,,,,,,,,,,,
2020-05-26,002252,8.12,8.24,8.12,8.22,247627,202984624.0,0.13,1.6069221260815822,,,,,,,,,,,,,,,,
2020-05-27,002252,8.23,8.28,8.09,8.14,196842,161110160.0,-0.08,-0.97323600973236,,,,,,,,,,,,,,,,
2020-05-28,002252,8.13,8.17,7.94,8.02,287195,230622304.0,-0.12,-1.4742014742014742,,,,,,,,,,,,,,,,
2020-05-29,002252,8.03,8.21,8.01,8.21,251824,204876752.0,0.19,2.369077306733167,,,,,,,,,,,,,,,,
2020-06-01,002252,8.21,8.38,8.21,8.35,259037,215356848.0,0.14,1.705237515225335,,,,,,,,,,,,,,,,
2020-06-02,002252,8.36,8.37,8.27,8.33,231555,192355344.0,-0.02,-0.2395209580838323,,,,,,,,,,,,,,,,
2020-06-03,002252,8.33,8.5,8.33,8.37,321957,270699040.0,0.04,0.4801920768307323,,,,,,,,,,,,,,,,
2020-06-04,002252,8.4,8.4,8.26,8.33,218740,181861456.0,-0.04,-0.4778972520908005,,,,,,,,,,,,,,,,
2020-06-05,002252,8.35,8.42,8.27,8.3,191757,159876592.0,-0.03,-0.3601440576230492,,,,,,,,,4,4,0,0,4,0,0,2
2020-06-08,002252,8.3,8.35,8.21,8.21,217142,179513248.0,-0.09,-1.0843373493975903,,,,,,,,,1,1,0,0,1,0,0,0
2020-06-09,002252,8.21,8.25,8.13,8.25,232104,190197488.0,0.04,0.4872107186358099,,,,,,,,,,,,,,,,
2020-06-10,002252,8.23,8.32,8.16,8.26,226946,187098560.0,0.01,0.1212121212121212,,,,,,,,,,,,,,,,
2020-06-11,002252,8.26,8.5,8.22,8.31,380330,318574144.0,0.05,0.6053268765133172,,,,,,,,,,,,,,,,
2020-06-12,002252,8.12,8.47,8.1,8.4,363358,303906592.0,0.09,1.083032490974729,,,,,,,,,,,,,,,,
2020-06-15,002252,8.66,8.76,8.44,8.53,505100,431800608.0,0.13,1.5476190476190477,,,,,,,,,2,2,0,1,1,0,0,1
2020-06-16,002252,8.5,8.62,8.42,8.53,477052,406173376.0,0.0,0.0,,,,,,,,,,,,,,,,
2020-06-17,002252,8.56,8.85,8.54,8.78,815828,712385856.0,0.25,2.9308323563892147,,,,,,,,,0,1,0,1,0,0,1,0
2020-06-18,002252,8.78,8.78,8.57,8.59,465019,401298944.0,-0.19,-2.164009111617312,,,,,,,,,,,,,,,,
2020-06-19,002252,8.6,8.93,8.53,8.73,674697,590317184.0,0.14,1.629802095459837,,,,,,,,,,,,,,,,
2020-06-22,002252,8.65,8.74,8.6,8.63,445102,385027328.0,-0.1,-1.145475372279496,,,,,,,,,,,,,,,,
2020-06-23,002252,8.6,8.6,8.45,8.53,356286,303201536.0,-0.1,-1.1587485515643106,,,,,,,,,,,,,,,,
2020-06-24,002252,8.51,8.56,8.41,8.42,307061,260002816.0,-0.11,-1.2895662368112544,,,,,,,,,1,1,0,0,1,0,0,0
2020-06-29,002252,8.47,8.64,8.46,8.49,378323,323413984.0,0.07,0.831353919239905,,,,,,,,,2,2,0,1,1,0,1,0
2020-06-30,002252,8.52,8.57,8.41,8.46,372447,315425664.0,-0.03,-0.3533568904593639,,,,,,,,,,,,,,,,
2020-07-01,002252,8.45,8.46,8.28,8.34,407735,339627776.0,-0.12,-1.4184397163120568,,,,,,,,,,,,,,,,
2020-07-02,002252,8.3,8.56,8.3,8.52,505237,428647136.0,0.18,2.158273381294964,,,,,,,,,3,4,0,1,3,0,1,0
2020-07-03,002252,8.53,8.68,8.46,8.64,620175,533335552.0,0.12,1.4084507042253522,,,,,,,,,,,,,,,,
2020-07-06,002252,8.68,9.03,8.64,8.96,985186,872956416.0,0.32,3.7037037037037033,,,,,,,,,,,,,,,,
2020-07-07,002252,9.01,9.13,8.87,8.88,1105263,997436992.0,-0.08,-0.8928571428571428,,,,,,,,,7,7,0,1,6,0,0,0
2020-07-08,002252,8.88,9.09,8.82,9.0,736821,660361152.0,0.12,1.351351351351351,,,,,,,,,,,,,,,,
