Date,secucode,open,high,low,close,volume,amount,change,change_ratio
2020-01-02,000166,5.18,5.27,5.12,5.15,1224903,635348160,0.03,0.5859375
2020-01-03,000166,5.14,5.21,5.12,5.16,741718,382865632,0.01,0.1941747572815534
2020-01-06,000166,5.13,5.21,5.11,5.12,923976,475928928,-0.04,-0.7751937984496124
2020-01-07,000166,5.13,5.18,5.1,5.16,722775,371541760,0.04,0.78125
2020-01-08,000166,5.11,5.14,5.01,5.04,848021,430396896,-0.12,-2.3255813953488373
2020-01-09,000166,5.08,5.12,5.05,5.07,607640,308849088,0.03,0.5952380952380952
2020-01-10,000166,5.12,5.14,5.02,5.05,691431,350764448,-0.02,-0.3944773175542406
2020-01-13,000166,5.05,5.09,4.98,5.08,619303,311005472,0.03,0.594059405940594
2020-01-14,000166,5.08,5.1,5.05,5.06,466780,237025184,-0.02,-0.3937007874015747
2020-01-15,000166,5.05,5.07,5.01,5.02,410546,206335536,-0.04,-0.7905138339920948
2020-01-16,000166,5.02,5.05,5.0,5.01,359735,180580656,-0.01,-0.199203187250996
2020-01-17,000166,5.02,5.08,5.01,5.03,437070,220246864,0.02,0.3992015968063871
2020-01-20,000166,5.03,5.07,4.99,5.07,445196,224163024,0.04,0.7952286282306162
2020-01-21,000166,5.05,5.06,4.98,5.0,481700,241775040,-0.07,-1.3806706114398422
2020-01-22,000166,4.98,5.03,4.9,5.0,550526,273407776,0.0,0.0
2020-01-23,000166,4.96,4.97,4.77,4.82,693371,338689760,-0.18,-3.6
2020-02-03,000166,4.34,4.34,4.34,4.34,323698,140484928,-0.48,-9.95850622406639
2020-02-04,000166,4.16,4.38,4.16,4.33,974335,420157664,-0.01,-0.2304147465437788
2020-02-05,000166,4.35,4.49,4.33,4.38,675468,297013888,0.05,1.1547344110854505
2020-02-06,000166,4.4,4.5,4.35,4.47,761715,337119520,0.09,2.054794520547945
2020-02-07,000166,4.46,4.47,4.41,4.45,541772,240457920,-0.02,-0.4474272930648769
2020-02-10,000166,4.42,4.52,4.41,4.48,467614,209057136,0.03,0.6741573033707865
2020-02-11,000166,4.49,4.56,4.46,4.49,475748,214335424,0.01,0.2232142857142857
2020-02-12,000166,4.46,4.56,4.46,4.54,539449,243381600,0.05,1.11358574610245
