Date,secucode,open,high,low,close,volume,amount,change,change_ratio,Newsnum_Title_news1,Newsnum_Cont_news1,Posnews_All_news1,Neunews_All_news1,Negnews_All_news1,Posnews_Ori_news1,Neunews_Ori_news1,Negnews_Ori_news1,Newsnum_Title_news2,Newsnum_Cont_news2,Posnews_All_news2,Neunews_All_news2,Negnews_All_news2,Posnews_Ori_news2,Neunews_Ori_news2,Negnews_Ori_news2
2020-01-02,601100,49.76,50.71,49.3,49.91,32414,161737888.0,0.16,0.321608040201005,,,,,,,,,,,,,,,,
2020-01-03,601100,49.91,49.91,48.3,48.49,32323,158069536.0,-1.42,-2.8451212181927468,0,2,2,0,0,2,0,0,,,,,,,,
2020-01-06,601100,48.0,49.1,46.47,47.03,61005,291775552.0,-1.46,-3.010930088678078,,,,,,,,,,,,,,,,
2020-01-07,601100,47.2,47.88,46.97,47.22,30251,143271296.0,0.19,0.4039974484371677,,,,,,,,,,,,,,,,
2020-01-08,601100,47.09,47.5,46.21,46.28,29792,139270464.0,-0.94,-1.9906819144430328,,,,,,,,,,,,,,,,
2020-01-09,601100,47.0,48.18,46.39,48.11,48205,227727168.0,1.83,3.9541918755401904,,,,,,,,,,,,,,,,
2020-01-10,601100,48.36,50.68,48.15,50.0,50559,249596864.0,1.89,3.928497193930576,,,,,,,,,,,,,,,,
2020-01-13,601100,49.84,50.41,49.13,49.54,28600,142009040.0,-0.46,-0.92,,,,,,,,,0,1,0,1,0,0,1,0
2020-01-14,601100,49.78,49.83,48.24,48.98,27901,135957296.0,-0.56,-1.1303996770286635,,,,,,,,,,,,,,,,
2020-01-15,601100,49.02,49.1,48.03,48.6,24081,116882240.0,-0.38,-0.7758268681094325,,,,,,,,,,,,,,,,
2020-01-16,601100,49.1,49.8,48.1,48.52,27618,134905840.0,-0.08,-0.1646090534979424,,,,,,,,,,,,,,,,
2020-01-17,601100,48.5,50.56,48.3,49.34,49815,248124672.0,0.82,1.6900247320692496,,,,,,,,,,,,,,,,
2020-01-20,601100,49.27,51.16,49.07,50.02,32023,160562752.0,0.68,1.3781921361978111,,,,,,,,,1,1,1,0,0,1,0,0
2020-01-21,601100,51.68,51.79,49.57,50.79,70935,362031296.0,0.77,1.5393842463014795,,,,,,,,,,,,,,,,
2020-01-22,601100,51.62,52.5,50.0,52.08,50621,259802928.0,1.29,2.53987005316007,,,,,,,,,,,,,,,,
2020-01-23,601100,52.0,53.37,49.16,50.49,50598,259418672.0,-1.59,-3.052995391705069,,,,,,,,,,,,,,,,
2020-02-03,601100,45.44,46.86,45.44,45.44,26457,120503352.0,-5.05,-10.001980590215885,,,,,,,,,,,,,,,,
2020-02-04,601100,43.28,48.18,43.28,47.9,75922,349804800.0,2.46,5.413732394366197,,,,,,,,,,,,,,,,
2020-02-05,601100,47.74,49.5,46.8,47.21,63414,302412928.0,-0.69,-1.440501043841336,,,,,,,,,,,,,,,,
2020-02-06,601100,47.36,47.4,45.99,46.5,51799,240765360.0,-0.71,-1.503918661300572,,,,,,,,,,,,,,,,
2020-02-07,601100,46.0,47.25,45.95,47.13,30747,143389680.0,0.63,1.3548387096774193,,,,,,,,,,,,,,,,
2020-02-10,601100,47.03,48.98,46.72,48.26,58822,282868992.0,1.13,2.3976235943136004,,,,,,,,,,,,,,,,
2020-02-11,601100,48.01,49.9,47.94,49.32,40143,197154272.0,1.06,2.1964359718193123,,,,,,,,,,,,,,,,
2020-02-12,601100,49.22,50.93,49.0,50.51,51075,257384672.0,1.19,2.412814274128143,,,,,,,,,,,,,,,,
2020-02-13,601100,50.2,51.79,49.97,50.42,29411,149870864.0,-0.09,-0.178182538111265,,,,,,,,,,,,,,,,
2020-02-14,601100,50.42,53.45,50.42,52.66,49165,257985216.0,2.24,4.442681475604918,,,,,,,,,0,1,0,0,1,0,0,0
2020-02-17,601100,53.31,55.29,52.68,54.5,48718,263956592.0,1.84,3.4941131788834032,,,,,,,,,,,,,,,,
2020-02-18,601100,54.5,56.05,52.92,55.55,34544,188757872.0,1.05,1.926605504587156,,,,,,,,,,,,,,,,
2020-02-19,601100,55.35,55.95,54.44,54.67,31356,172063392.0,-0.88,-1.5841584158415842,0,3,1,2,0,0,0,0,,,,,,,,
2020-02-20,601100,55.88,55.88,52.41,53.71,58648,312901504.0,-0.96,-1.7559904883848545,,,,,,,,,,,,,,,,
2020-02-21,601100,54.35,54.46,52.66,54.35,31224,167984256.0,0.64,1.191584434928319,,,,,,,,,,,,,,,,
2020-02-24,601100,53.61,55.82,53.24,54.86,38885,212879184.0,0.51,0.93836246550138,,,,,,,,,,,,,,,,
2020-02-25,601100,54.5,56.89,53.39,55.22,45444,250993168.0,0.36,0.6562158220925993,,,,,,,,,,,,,,,,
2020-02-26,601100,55.18,55.77,53.62,54.08,33909,184533264.0,-1.14,-2.064469395146686,,,,,,,,,,,,,,,,
2020-02-27,601100,54.0,58.68,53.9,57.11,63291,362549248.0,3.03,5.602810650887574,0,1,0,0,1,0,0,1,,,,,,,,
2020-02-28,601100,56.0,60.5,54.95,58.0,60179,347305728.0,0.89,1.5583960777447032,,,,,,,,,,,,,,,,
2020-03-02,601100,58.02,63.8,58.02,61.9,92138,569171968.0,3.9,6.724137931034482,,,,,,,,,,,,,,,,
2020-03-03,601100,63.7,63.7,59.35,59.98,63768,389160704.0,-1.92,-3.101777059773829,,,,,,,,,,,,,,,,
2020-03-04,601100,59.5,59.95,57.83,58.36,59612,349358848.0,-1.62,-2.700900300100033,,,,,,,,,,,,,,,,
2020-03-05,601100,59.0,59.07,57.5,57.97,43615,253714192.0,-0.39,-0.6682659355723098,,,,,,,,,,,,,,,,
2020-03-06,601100,57.58,58.54,57.1,57.81,45623,263918080.0,-0.16,-0.2760048300845265,,,,,,,,,0,1,1,0,0,0,0,0
2020-03-09,601100,57.08,58.14,55.1,55.74,47682,269197600.0,-2.07,-3.5806953814219,,,,,,,,,,,,,,,,
2020-03-10,601100,55.15,57.28,54.12,56.29,52903,294612800.0,0.55,0.986724076067456,,,,,,,,,,,,,,,,
2020-03-11,601100,56.59,56.83,54.81,54.81,32703,182839952.0,-1.48,-2.629241428317641,,,,,,,,,0,1,0,0,1,0,0,0
2020-03-12,601100,54.08,55.3,53.3,53.93,40685,220423856.0,-0.88,-1.60554643313264,,,,,,,,,,,,,,,,
2020-03-13,601100,50.35,54.5,50.35,53.77,38713,205001904.0,-0.16,-0.2966808826256258,,,,,,,,,,,,,,,,
2020-03-16,601100,54.39,54.46,50.42,50.55,58126,304160256.0,-3.22,-5.988469406732379,,,,,,,,,0,1,0,0,1,0,0,1
2020-03-17,601100,51.15,52.0,49.0,50.9,41338,208552032.0,0.35,0.6923837784371909,,,,,,,,,,,,,,,,
2020-03-18,601100,51.32,53.14,50.05,50.05,41727,216240032.0,-0.85,-1.6699410609037328,,,,,,,,,,,,,,,,
2020-03-19,601100,50.4,51.48,47.28,48.82,72848,356573056.0,-1.23,-2.4575424575424574,0,2,0,2,0,0,0,0,,,,,,,,
2020-03-20,601100,49.7,52.5,49.45,51.68,81047,416332192.0,2.86,5.858254813600984,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
2020-03-23,601100,50.6,54.92,50.18,53.74,92139,488994400.0,2.06,3.9860681114551086,0,1,0,1,0,0,1,0,,,,,,,,
2020-03-24,601100,54.54,58.59,54.2,58.4,66273,374752032.0,4.66,8.67138072199479,,,,,,,,,,,,,,,,
2020-03-25,601100,59.57,62.26,57.07,58.5,62779,367261504.0,0.1,0.1712328767123287,,,,,,,,,,,,,,,,
2020-03-26,601100,58.53,59.2,57.57,57.57,29216,170266896.0,-0.93,-1.58974358974359,,,,,,,,,,,,,,,,
2020-03-27,601100,58.5,59.55,57.89,58.46,42290,248134752.0,0.89,1.5459440680910197,,,,,,,,,,,,,,,,
2020-03-30,601100,57.0,61.6,57.0,60.65,51020,305915520.0,2.19,3.746151214505645,,,,,,,,,,,,,,,,
2020-03-31,601100,61.04,62.0,60.04,61.5,25413,155492160.0,0.85,1.4014839241549877,,,,,,,,,,,,,,,,
2020-04-01,601100,61.0,62.25,60.1,60.4,28309,173082656.0,-1.1,-1.788617886178862,,,,,,,,,,,,,,,,
2020-04-02,601100,60.44,61.56,59.27,61.5,33130,200923136.0,1.1,1.8211920529801324,,,,,,,,,,,,,,,,
2020-04-03,601100,61.5,62.4,60.5,61.2,23589,144674784.0,-0.3,-0.4878048780487805,,,,,,,,,,,,,,,,
2020-04-07,601100,62.0,67.06,62.0,65.52,69278,450012896.0,4.32,7.0588235294117645,,,,,,,,,,,,,,,,
2020-04-08,601100,65.0,65.41,63.1,63.78,46195,295567456.0,-1.74,-2.655677655677656,,,,,,,,,,,,,,,,
