Date,secucode,Newsnum_Title_news1,Newsnum_Cont_news1,Posnews_All_news1,Neunews_All_news1,Negnews_All_news1,Posnews_Ori_news1,Neunews_Ori_news1,Negnews_Ori_news1,Newsnum_Title_news2,Newsnum_Cont_news2,Posnews_All_news2,Neunews_All_news2,Negnews_All_news2,Posnews_Ori_news2,Neunews_Ori_news2,Negnews_Ori_news2
2023-07-03,2236,,,,,,,,,,,,,,,,
2023-07-04,2236,,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2023-07-05,2236,,,,,,,,,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
2023-07-06,2236,,,,,,,,,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0
2023-07-07,2236,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2023-07-10,2236,,,,,,,,,,,,,,,,
2023-07-11,2236,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2023-07-12,2236,,,,,,,,,5.0,5.0,4.0,0.0,1.0,2.0,0.0,1.0
2023-07-13,2236,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2023-07-14,2236,,,,,,,,,,,,,,,,
2023-07-17,2236,,,,,,,,,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
2023-07-18,2236,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2023-07-19,2236,,,,,,,,,,,,,,,,
2023-07-20,2236,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2023-07-21,2236,,,,,,,,,,,,,,,,
2023-07-24,2236,,,,,,,,,,,,,,,,
2023-07-25,2236,,,,,,,,,,,,,,,,
2023-07-26,2236,,,,,,,,,,,,,,,,
2023-07-27,2236,,,,,,,,,,,,,,,,
2023-07-28,2236,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2023-07-31,2236,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
2023-08-01,2236,,,,,,,,,,,,,,,,
2023-08-02,2236,,,,,,,,,,,,,,,,
2023-08-03,2236,,,,,,,,,,,,,,,,
2023-08-04,2236,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
2023-08-07,2236,,,,,,,,,,,,,,,,
2023-08-08,2236,,,,,,,,,,,,,,,,
2023-08-09,2236,,,,,,,,,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
2023-08-10,2236,,,,,,,,,,,,,,,,
2023-08-11,2236,,,,,,,,,,,,,,,,
2023-08-14,2236,,,,,,,,,,,,,,,,
2023-08-15,2236,,,,,,,,,,,,,,,,
2023-08-16,2236,,,,,,,,,,,,,,,,
2023-08-17,2236,,,,,,,,,,,,,,,,
2023-08-18,2236,,,,,,,,,,,,,,,,
2023-08-21,2236,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2023-08-22,2236,,,,,,,,,,,,,,,,
2023-08-23,2236,,,,,,,,,,,,,,,,
2023-08-24,2236,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2023-08-25,2236,,,,,,,,,4.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0
2023-08-28,2236,,,,,,,,,11.0,10.0,9.0,1.0,2.0,6.0,1.0,2.0
2023-08-29,2236,,,,,,,,,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
2023-08-30,2236,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2023-08-31,2236,,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-09-01,2236,,,,,,,,,,,,,,,,
2023-09-04,2236,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-09-05,2236,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2023-09-06,2236,,,,,,,,,,,,,,,,
2023-09-07,2236,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-09-08,2236,,,,,,,,,,,,,,,,
2023-09-11,2236,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2023-09-12,2236,,,,,,,,,,,,,,,,
2023-09-13,2236,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
2023-09-14,2236,,,,,,,,,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
2023-09-15,2236,,,,,,,,,,,,,,,,
2023-09-18,2236,,,,,,,,,,,,,,,,
2023-09-19,2236,,,,,,,,,,,,,,,,
2023-09-20,2236,,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2023-09-21,2236,,,,,,,,,4.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0
2023-09-22,2236,,,,,,,,,,,,,,,,
2023-09-25,2236,,,,,,,,,,,,,,,,
2023-09-26,2236,,,,,,,,,6.0,6.0,5.0,1.0,0.0,4.0,1.0,0.0
2023-09-27,2236,,,,,,,,,,,,,,,,
2023-09-28,2236,,,,,,,,,,,,,,,,
2023-10-09,2236,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
2023-10-10,2236,,,,,,,,,,,,,,,,
2023-10-11,2236,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2023-10-12,2236,,,,,,,,,,,,,,,,
2023-10-13,2236,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2023-10-16,2236,,,,,,,,,,,,,,,,
2023-10-17,2236,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2023-10-18,2236,,,,,,,,,,,,,,,,
2023-10-19,2236,,,,,,,,,,,,,,,,
2023-10-20,2236,,,,,,,,,3.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0
2023-10-23,2236,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,3.0,2.0,0.0,3.0,0.0,0.0
2023-10-24,2236,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0
2023-10-25,2236,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2023-10-26,2236,,,,,,,,,4.0,10.0,3.0,6.0,1.0,0.0,1.0,0.0
2023-10-27,2236,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2023-10-30,2236,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
2023-10-31,2236,,,,,,,,,0.0,4.0,3.0,0.0,1.0,2.0,0.0,0.0
2023-11-01,2236,,,,,,,,,0.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0
2023-11-02,2236,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2023-11-03,2236,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-11-06,2236,,,,,,,,,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0
2023-11-07,2236,,,,,,,,,,,,,,,,
2023-11-08,2236,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,
2023-11-09,2236,,,,,,,,,,,,,,,,
2023-11-10,2236,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
2023-11-13,2236,,,,,,,,,,,,,,,,
2023-11-14,2236,,,,,,,,,,,,,,,,
2023-11-15,2236,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-11-16,2236,,,,,,,,,5.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0
2023-11-17,2236,,,,,,,,,,,,,,,,
2023-11-20,2236,,,,,,,,,,,,,,,,
2023-11-21,2236,,,,,,,,,,,,,,,,
2023-11-22,2236,,,,,,,,,,,,,,,,
2023-11-23,2236,,,,,,,,,,,,,,,,
2023-11-24,2236,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-11-27,2236,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
2023-11-28,2236,,,,,,,,,,,,,,,,
2023-11-29,2236,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,
2023-11-30,2236,,,,,,,,,,,,,,,,
2023-12-01,2236,,,,,,,,,,,,,,,,
2023-12-04,2236,0.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2023-12-05,2236,,,,,,,,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
2023-12-06,2236,,,,,,,,,,,,,,,,
2023-12-07,2236,,,,,,,,,,,,,,,,
2023-12-08,2236,,,,,,,,,,,,,,,,
2023-12-11,2236,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2023-12-12,2236,,,,,,,,,,,,,,,,
2023-12-13,2236,,,,,,,,,,,,,,,,
