Date,secucode,Newsnum_Title_news1,Newsnum_Cont_news1,Posnews_All_news1,Neunews_All_news1,Negnews_All_news1,Posnews_Ori_news1,Neunews_Ori_news1,Negnews_Ori_news1,Newsnum_Title_news2,Newsnum_Cont_news2,Posnews_All_news2,Neunews_All_news2,Negnews_All_news2,Posnews_Ori_news2,Neunews_Ori_news2,Negnews_Ori_news2
2023-07-03,708,,,,,,,,,,,,,,,,
2023-07-04,708,,,,,,,,,,,,,,,,
2023-07-05,708,,,,,,,,,,,,,,,,
2023-07-06,708,,,,,,,,,,,,,,,,
2023-07-07,708,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0,1.0,1.0,1.0,0.0,0.0
2023-07-10,708,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,
2023-07-11,708,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,
2023-07-12,708,,,,,,,,,,,,,,,,
2023-07-13,708,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
2023-07-14,708,,,,,,,,,,,,,,,,
2023-07-17,708,,,,,,,,,,,,,,,,
2023-07-18,708,,,,,,,,,,,,,,,,
2023-07-19,708,,,,,,,,,,,,,,,,
2023-07-20,708,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2023-07-21,708,,,,,,,,,,,,,,,,
2023-07-24,708,,,,,,,,,,,,,,,,
2023-07-25,708,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,
2023-07-26,708,,,,,,,,,,,,,,,,
2023-07-27,708,,,,,,,,,,,,,,,,
2023-07-28,708,,,,,,,,,,,,,,,,
2023-07-31,708,,,,,,,,,,,,,,,,
2023-08-01,708,,,,,,,,,,,,,,,,
2023-08-02,708,,,,,,,,,,,,,,,,
2023-08-03,708,,,,,,,,,,,,,,,,
2023-08-04,708,,,,,,,,,,,,,,,,
2023-08-07,708,,,,,,,,,,,,,,,,
2023-08-08,708,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
2023-08-09,708,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2023-08-10,708,,,,,,,,,,,,,,,,
2023-08-11,708,,,,,,,,,,,,,,,,
2023-08-14,708,,,,,,,,,,,,,,,,
2023-08-15,708,,,,,,,,,,,,,,,,
2023-08-16,708,,,,,,,,,,,,,,,,
2023-08-17,708,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2023-08-18,708,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2023-08-21,708,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0
2023-08-22,708,,,,,,,,,,,,,,,,
2023-08-23,708,,,,,,,,,,,,,,,,
