Date,secucode,Newsnum_Title_news1,Newsnum_Cont_news1,Posnews_All_news1,Neunews_All_news1,Negnews_All_news1,Posnews_Ori_news1,Neunews_Ori_news1,Negnews_Ori_news1,Newsnum_Title_news2,Newsnum_Cont_news2,Posnews_All_news2,Neunews_All_news2,Negnews_All_news2,Posnews_Ori_news2,Neunews_Ori_news2,Negnews_Ori_news2
2023-07-03,2594,1,16,10,6,0,8,6,0,50,97,53,26,19,19,12,11
2023-07-04,2594,4,19,10,8,2,8,6,2,35,95,49,27,20,12,10,7
2023-07-05,2594,4,12,7,5,1,6,5,1,50,102,46,35,23,18,5,11
2023-07-06,2594,13,28,21,7,1,21,5,0,23,79,38,18,23,17,4,8
2023-07-07,2594,2,20,14,3,3,8,1,1,19,81,40,13,28,11,3,9
2023-07-10,2594,2,19,12,7,0,5,1,0,20,71,24,26,21,11,4,3
2023-07-11,2594,1,20,13,6,1,8,6,0,31,68,36,17,17,10,0,5
2023-07-12,2594,2,25,11,13,1,4,4,0,26,72,36,23,13,12,5,3
2023-07-13,2594,1,36,24,10,2,5,5,0,20,65,30,21,15,3,2,1
2023-07-14,2594,3,31,21,5,5,5,2,1,39,80,44,18,19,12,4,2
2023-07-17,2594,0,23,17,4,2,7,3,0,27,64,32,16,16,4,4,1
2023-07-18,2594,2,18,11,4,3,8,3,1,25,57,37,7,13,7,2,1
2023-07-19,2594,0,21,13,7,1,9,5,0,27,67,28,27,12,12,3,1
2023-07-20,2594,7,17,13,4,0,8,2,0,34,73,37,17,21,8,2,7
2023-07-21,2594,2,26,19,7,0,14,5,0,22,57,25,11,22,8,4,8
2023-07-24,2594,1,14,10,3,1,7,2,1,34,86,32,22,32,8,6,8
2023-07-25,2594,2,14,9,2,3,7,1,1,31,62,30,10,22,18,3,3
2023-07-26,2594,2,15,11,2,2,5,2,0,19,56,30,14,17,4,5,6
2023-07-27,2594,2,15,9,5,1,4,2,1,21,56,26,19,11,9,5,3
2023-07-28,2594,1,22,15,4,3,10,1,0,28,69,34,19,16,9,3,4
2023-07-31,2594,3,21,15,4,2,9,2,0,19,54,33,7,14,11,2,3
2023-08-01,2594,1,10,5,5,0,4,2,0,28,60,28,22,10,4,9,3
2023-08-02,2594,1,19,12,3,4,8,2,1,29,63,37,13,13,10,5,8
2023-08-03,2594,1,25,17,7,1,12,4,0,38,86,47,20,20,10,6,3
2023-08-04,2594,0,17,14,3,0,6,1,0,14,71,27,16,28,5,6,8
2023-08-07,2594,2,20,12,5,3,3,3,1,15,54,29,17,8,7,3,2
2023-08-08,2594,2,13,7,4,2,3,2,2,23,60,28,18,14,7,3,2
2023-08-09,2594,0,25,19,3,3,8,1,0,37,113,52,27,34,12,7,7
2023-08-10,2594,2,15,7,6,2,3,3,1,48,104,47,34,24,9,5,2
2023-08-11,2594,2,13,9,3,1,2,2,1,34,83,37,24,22,6,4,4
2023-08-14,2594,1,21,12,5,4,6,0,2,25,78,30,13,36,12,5,11
2023-08-15,2594,4,14,7,6,1,4,5,1,17,60,36,13,11,15,4,3
2023-08-16,2594,2,21,15,5,1,5,2,0,38,89,45,21,23,12,1,4
2023-08-17,2594,4,54,18,7,29,12,3,27,36,65,29,24,13,9,6,6
2023-08-18,2594,3,32,25,4,3,18,3,1,15,62,26,23,13,10,3,5
2023-08-21,2594,0,17,6,7,4,3,5,1,17,45,21,19,6,8,3,3
2023-08-22,2594,1,10,5,3,2,3,2,2,11,37,25,4,8,9,1,2
2023-08-23,2594,0,24,13,10,1,9,8,0,23,60,39,16,5,12,4,3
2023-08-24,2594,1,14,9,3,2,7,2,2,18,56,27,19,10,7,3,3
2023-08-25,2594,0,17,10,7,0,4,3,0,24,92,46,34,12,9,9,2
2023-08-28,2594,0,21,12,9,0,5,4,0,31,76,40,22,14,8,5,5
2023-08-29,2594,4,24,13,8,3,10,7,2,57,147,94,31,23,26,4,4
2023-08-30,2594,8,30,22,7,1,8,1,1,24,72,51,10,11,10,1,4
2023-08-31,2594,1,14,10,3,1,3,2,1,18,64,41,13,10,16,0,1
2023-09-01,2594,4,25,16,7,3,12,4,0,24,71,36,23,12,11,3,4
2023-09-04,2594,0,25,14,8,3,7,0,0,23,68,47,14,7,16,2,4
2023-09-05,2594,0,18,12,5,1,9,2,1,26,54,26,24,4,6,3,2
2023-09-06,2594,3,20,10,7,3,4,3,2,32,74,40,28,6,9,2,1
2023-09-07,2594,4,34,21,10,3,16,4,1,41,73,32,22,19,6,2,2
2023-09-08,2594,2,23,13,10,0,7,6,0,8,36,17,11,8,7,4,1
2023-09-11,2594,2,16,11,5,0,7,0,0,6,41,27,11,3,9,2,0
2023-09-12,2594,2,22,11,8,3,7,6,3,18,60,35,10,15,8,3,3
2023-09-13,2594,0,26,18,5,3,5,1,0,15,55,22,18,15,6,7,8
2023-09-14,2594,2,23,13,5,5,10,3,3,21,78,36,19,23,8,3,6
2023-09-15,2594,0,26,11,11,4,5,4,2,19,62,33,16,14,6,3,4
2023-09-18,2594,2,20,14,5,1,6,3,1,24,50,27,11,12,13,3,3
2023-09-19,2594,2,29,17,10,2,13,5,2,21,49,22,20,7,9,5,6
2023-09-20,2594,1,15,9,5,1,5,3,1,18,45,19,19,7,8,5,5
2023-09-21,2594,2,19,8,10,1,4,6,1,26,76,30,23,23,10,1,8
2023-09-22,2594,1,13,8,5,0,8,3,0,33,66,39,9,19,10,4,4
2023-09-25,2594,1,20,9,11,0,6,6,0,7,29,12,10,7,5,1,3
2023-09-26,2594,2,9,5,4,0,3,3,0,10,52,25,13,14,8,3,4
2023-09-27,2594,1,16,8,7,1,4,4,1,33,56,14,34,8,2,5,1
2023-09-28,2594,3,16,11,5,0,6,4,0,9,60,32,17,11,8,3,5
2023-10-09,2594,0,18,11,7,0,10,6,0,13,66,40,18,8,15,5,4
2023-10-10,2594,0,27,16,11,0,12,6,0,16,67,34,26,7,19,8,4
2023-10-11,2594,1,22,11,9,2,7,7,2,11,51,28,6,17,3,2,5
2023-10-12,2594,0,8,5,3,0,2,2,0,15,64,29,22,13,10,4,4
2023-10-13,2594,0,14,10,4,0,8,3,0,17,61,33,9,19,10,3,5
2023-10-16,2594,3,24,15,7,2,9,4,2,8,30,17,10,3,7,4,2
2023-10-17,2594,1,16,13,3,0,9,3,0,12,50,29,13,8,11,7,4
2023-10-18,2594,4,30,17,9,4,12,5,2,45,86,50,16,21,13,7,3
2023-10-19,2594,5,19,13,2,4,10,1,1,21,65,30,16,19,6,6,5
2023-10-20,2594,6,25,17,8,0,9,4,0,12,46,24,15,7,9,5,1
2023-10-23,2594,2,21,13,8,0,7,4,0,24,63,30,27,6,7,6,2
2023-10-24,2594,0,14,7,4,3,6,3,1,13,51,26,17,8,13,5,1
2023-10-25,2594,5,21,13,5,3,9,3,1,34,70,36,24,11,7,7,2
2023-10-26,2594,1,18,11,7,0,8,6,0,16,57,27,22,8,10,8,4
2023-10-27,2594,0,16,13,2,1,7,0,0,11,57,27,15,15,14,3,2
2023-10-30,2594,3,21,13,8,0,8,6,0,23,46,29,6,11,6,1,4
2023-10-31,2594,2,13,4,6,3,0,5,0,29,56,30,9,18,11,1,3
2023-11-01,2594,4,30,18,7,5,11,6,1,30,59,29,14,16,13,4,5
2023-11-02,2594,1,14,9,4,1,6,4,1,22,57,34,12,11,10,5,3
2023-11-03,2594,1,16,14,2,0,9,0,0,16,41,22,9,10,8,3,2
2023-11-06,2594,0,16,9,5,2,3,5,1,28,98,51,20,28,21,6,6
2023-11-07,2594,0,10,4,5,1,2,3,1,12,30,15,9,6,8,2,0
2023-11-08,2594,2,18,9,6,3,4,3,1,9,44,24,9,11,12,4,3
2023-11-09,2594,1,19,10,7,2,8,5,1,17,48,30,12,6,7,2,2
2023-11-10,2594,3,20,16,4,0,12,3,0,14,50,35,12,3,5,2,2
2023-11-13,2594,0,16,9,6,1,5,4,1,21,50,28,12,12,10,8,3
2023-11-14,2594,2,20,12,7,1,8,5,1,9,52,30,9,13,11,1,5
2023-11-15,2594,12,31,23,7,1,19,5,1,18,54,23,21,10,5,5,4
2023-11-16,2594,3,12,6,4,2,3,3,1,11,42,18,10,14,7,4,4
2023-11-17,2594,1,8,5,3,0,3,1,0,18,53,23,20,10,5,6,2
2023-11-20,2594,0,29,19,9,1,13,3,1,17,62,34,13,15,9,6,2
2023-11-21,2594,0,18,13,4,1,8,4,1,5,44,27,10,7,7,5,2
2023-11-22,2594,3,23,13,6,4,3,3,3,4,32,17,8,7,7,2,1
2023-11-23,2594,1,8,6,2,0,3,2,0,10,29,13,5,11,7,1,4
2023-11-24,2594,1,17,10,6,1,3,4,0,32,69,26,16,27,10,8,9
2023-11-27,2594,0,22,17,4,1,6,4,1,12,48,21,11,16,6,5,5
2023-11-28,2594,0,14,8,5,1,7,5,1,12,48,22,17,9,8,7,5
