Date,secucode,Newsnum_Title_news1,Newsnum_Cont_news1,Posnews_All_news1,Neunews_All_news1,Negnews_All_news1,Posnews_Ori_news1,Neunews_Ori_news1,Negnews_Ori_news1,Newsnum_Title_news2,Newsnum_Cont_news2,Posnews_All_news2,Neunews_All_news2,Negnews_All_news2,Posnews_Ori_news2,Neunews_Ori_news2,Negnews_Ori_news2
2023-07-03,2230,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4,18,4,4,10,1,2,4
2023-07-04,2230,0.0,6.0,4.0,2.0,0.0,4.0,2.0,0.0,7,24,12,4,8,2,2,3
2023-07-05,2230,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,5,9,6,2,1,2,1,1
2023-07-06,2230,0.0,8.0,5.0,3.0,0.0,4.0,3.0,0.0,15,22,12,7,3,2,1,1
2023-07-07,2230,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,18,36,19,12,5,4,4,2
2023-07-10,2230,0.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0,17,28,8,6,14,0,1,3
2023-07-11,2230,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,39,45,28,8,9,7,3,2
2023-07-12,2230,2.0,6.0,4.0,2.0,0.0,3.0,2.0,0.0,5,13,3,3,7,1,3,2
2023-07-13,2230,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4,5,3,1,1,1,0,0
2023-07-14,2230,0.0,7.0,3.0,4.0,0.0,3.0,4.0,0.0,5,10,4,2,4,1,0,2
2023-07-17,2230,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,9,18,10,7,1,5,2,0
2023-07-18,2230,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3,9,2,3,4,0,2,1
2023-07-19,2230,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,6,12,4,6,2,1,1,0
2023-07-20,2230,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,3,6,3,2,1,1,0,1
2023-07-21,2230,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,5,5,4,1,1,1,0,0
2023-07-24,2230,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1,3,1,2,1,1,1,0
2023-07-25,2230,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1,5,3,1,1,2,1,1
2023-07-26,2230,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1,10,5,4,1,3,0,1
2023-07-27,2230,0.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,2,9,7,2,0,5,2,0
2023-07-28,2230,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,10,17,10,3,4,1,0,1
2023-07-31,2230,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,3,1,0,2,1,0,2
2023-08-01,2230,1.0,4.0,3.0,1.0,0.0,3.0,1.0,0.0,6,11,4,3,4,2,1,3
2023-08-02,2230,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1,11,7,2,2,0,1,2
2023-08-03,2230,0.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,1,6,3,2,1,2,1,1
2023-08-04,2230,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2,13,10,1,2,3,1,1
2023-08-07,2230,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2,9,6,2,1,4,1,0
2023-08-08,2230,1.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,2,21,13,5,3,6,1,1
