Date,secucode,Newsnum_Title_news1,Newsnum_Cont_news1,Posnews_All_news1,Neunews_All_news1,Negnews_All_news1,Posnews_Ori_news1,Neunews_Ori_news1,Negnews_Ori_news1,Newsnum_Title_news2,Newsnum_Cont_news2,Posnews_All_news2,Neunews_All_news2,Negnews_All_news2,Posnews_Ori_news2,Neunews_Ori_news2,Negnews_Ori_news2
2023-07-03,300769,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2023-07-04,300769,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-07-05,300769,,,,,,,,,,,,,,,,
2023-07-06,300769,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-07-07,300769,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-07-10,300769,0.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2023-07-11,300769,0.0,5.0,4.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-07-12,300769,,,,,,,,,,,,,,,,
2023-07-13,300769,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0
2023-07-14,300769,,,,,,,,,,,,,,,,
2023-07-17,300769,,,,,,,,,10.0,13.0,5.0,1.0,7.0,4.0,1.0,3.0
2023-07-18,300769,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,14.0,12.0,4.0,5.0,5.0,1.0,2.0,2.0
2023-07-19,300769,,,,,,,,,,,,,,,,
2023-07-20,300769,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2023-07-21,300769,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,5.0,2.0,0.0,3.0,0.0,0.0,1.0
2023-07-24,300769,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2023-07-25,300769,,,,,,,,,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
2023-07-26,300769,,,,,,,,,,,,,,,,
2023-07-27,300769,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
