Date,secucode,Newsnum_Title_news1,Newsnum_Cont_news1,Posnews_All_news1,Neunews_All_news1,Negnews_All_news1,Posnews_Ori_news1,Neunews_Ori_news1,Negnews_Ori_news1,Newsnum_Title_news2,Newsnum_Cont_news2,Posnews_All_news2,Neunews_All_news2,Negnews_All_news2,Posnews_Ori_news2,Neunews_Ori_news2,Negnews_Ori_news2
2023-07-03,601318,1.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,12,17,15,2,1,8,2,1
2023-07-04,601318,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,10,28,20,6,2,9,4,2
2023-07-05,601318,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3,9,4,3,2,0,1,1
2023-07-06,601318,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,11,16,12,1,3,2,0,0
2023-07-07,601318,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4,23,16,4,3,6,3,0
2023-07-10,601318,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,6,4,2,0,3,2,0
2023-07-11,601318,,,,,,,,,3,20,11,4,5,3,1,4
2023-07-12,601318,2.0,4.0,2.0,2.0,0.0,1.0,2.0,0.0,4,16,8,2,6,1,1,1
2023-07-13,601318,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2,6,4,1,1,1,1,0
2023-07-14,601318,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,1,7,5,1,1,0,0,0
2023-07-17,601318,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0,16,10,1,5,3,1,1
2023-07-18,601318,0.0,4.0,3.0,0.0,1.0,2.0,0.0,0.0,0,7,5,2,0,0,1,0
2023-07-19,601318,0.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,5,21,16,4,1,1,2,0
2023-07-20,601318,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,9,14,5,3,6,3,0,2
2023-07-21,601318,,,,,,,,,5,9,3,6,0,1,0,0
2023-07-24,601318,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1,11,5,2,4,1,2,1
2023-07-25,601318,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,14,7,3,4,1,1,2
2023-07-26,601318,1.0,9.0,5.0,4.0,0.0,3.0,4.0,0.0,0,8,2,3,3,1,1,0
2023-07-27,601318,1.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,4,14,7,2,5,2,1,2
2023-07-28,601318,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,5,10,6,3,1,0,0,0
2023-07-31,601318,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9,15,9,4,2,1,1,1
2023-08-01,601318,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7,15,10,3,2,6,1,0
2023-08-02,601318,2.0,4.0,2.0,0.0,2.0,1.0,0.0,1.0,12,20,10,2,8,3,2,1
2023-08-03,601318,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,12,12,8,2,2,0,0,0
2023-08-04,601318,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,17,32,21,10,1,8,1,0
2023-08-07,601318,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,10,20,10,9,1,4,0,0
2023-08-08,601318,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2,6,1,3,2,0,0,2
2023-08-09,601318,4.0,5.0,3.0,2.0,0.0,0.0,2.0,0.0,1,4,1,0,3,0,0,2
2023-08-10,601318,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0,14,10,2,2,1,1,1
2023-08-11,601318,2.0,6.0,4.0,2.0,0.0,0.0,1.0,0.0,0,11,4,4,3,2,2,2
2023-08-14,601318,0.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,4,15,6,6,3,1,4,3
2023-08-15,601318,1.0,7.0,4.0,3.0,0.0,4.0,0.0,0.0,2,9,3,4,2,0,3,0
2023-08-16,601318,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0,14,10,1,3,3,1,0
2023-08-17,601318,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2,14,3,2,9,1,0,3
2023-08-18,601318,0.0,4.0,3.0,0.0,1.0,2.0,0.0,1.0,0,5,0,4,1,0,0,0
2023-08-21,601318,,,,,,,,,5,11,5,3,3,3,3,2
2023-08-22,601318,0.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,0,5,3,1,1,1,0,1
2023-08-23,601318,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1,19,4,6,9,0,3,3
2023-08-24,601318,0.0,5.0,3.0,0.0,2.0,2.0,0.0,2.0,1,4,2,0,2,2,0,1
2023-08-25,601318,2.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,3,7,3,0,4,1,0,1
2023-08-28,601318,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,4,10,7,1,2,2,1,0
2023-08-29,601318,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,18,29,18,7,4,3,3,2
2023-08-30,601318,1.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,47,69,40,11,20,7,2,5
2023-08-31,601318,3.0,11.0,7.0,2.0,2.0,4.0,0.0,0.0,17,27,14,2,11,3,1,1
2023-09-01,601318,0.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,5,12,6,3,3,1,0,1
2023-09-04,601318,1.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,3,16,10,3,3,3,1,2
2023-09-05,601318,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4,9,5,1,4,2,1,2
2023-09-06,601318,1.0,5.0,3.0,1.0,1.0,0.0,1.0,1.0,1,11,7,2,2,0,0,0
2023-09-07,601318,2.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,10,13,10,1,2,2,0,2
2023-09-08,601318,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,3,9,3,2,4,1,0,1
2023-09-11,601318,0.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,1,8,6,1,1,2,0,0
2023-09-12,601318,1.0,4.0,2.0,2.0,0.0,1.0,2.0,0.0,0,7,4,1,2,3,0,1
2023-09-13,601318,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,9,14,9,1,5,1,0,2
2023-09-14,601318,1.0,4.0,2.0,2.0,0.0,2.0,1.0,0.0,4,9,4,0,5,1,0,0
2023-09-15,601318,1.0,6.0,4.0,1.0,1.0,1.0,1.0,0.0,5,10,7,1,2,1,0,0
2023-09-18,601318,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,16,8,0,8,4,0,0
2023-09-19,601318,0.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,2,13,6,3,4,2,2,0
2023-09-20,601318,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,2,5,3,3,0,2,2,0
2023-09-21,601318,0.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1,5,1,4,0,1,4,0
2023-09-22,601318,2.0,9.0,4.0,2.0,3.0,3.0,1.0,2.0,7,13,9,1,3,3,1,1
2023-09-25,601318,,,,,,,,,1,6,1,4,2,1,2,1
2023-09-26,601318,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,3,9,3,3,3,0,3,0
2023-09-27,601318,3.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,21,31,10,16,5,3,1,0
2023-09-28,601318,1.0,4.0,2.0,2.0,0.0,1.0,2.0,0.0,8,21,4,9,8,2,1,2
2023-10-09,601318,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0,5,1,3,1,1,1,1
2023-10-10,601318,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,2,8,2,2,4,0,1,3
2023-10-11,601318,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,7,4,0,3,2,0,2
2023-10-12,601318,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0,3,1,2,0,1,1,0
2023-10-13,601318,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,4,12,7,2,3,4,2,3
2023-10-16,601318,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1,6,4,2,0,3,0,0
2023-10-17,601318,,,,,,,,,5,6,2,4,0,1,3,0
2023-10-18,601318,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1,11,5,4,2,0,1,1
2023-10-19,601318,0.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,3,18,6,7,5,0,5,1
2023-10-20,601318,0.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,2,7,5,1,1,2,0,1
2023-10-23,601318,2.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0,5,2,2,1,0,0,0
2023-10-24,601318,0.0,4.0,3.0,1.0,0.0,2.0,0.0,0.0,0,1,0,0,1,0,0,1
2023-10-25,601318,2.0,5.0,2.0,3.0,0.0,0.0,1.0,0.0,4,8,4,2,2,2,2,1
2023-10-26,601318,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2,6,1,0,5,0,0,2
2023-10-27,601318,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,14,16,11,0,5,1,0,1
2023-10-30,601318,1.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,2,8,5,1,2,1,1,0
2023-10-31,601318,0.0,10.0,7.0,2.0,1.0,5.0,2.0,1.0,4,12,7,3,2,1,2,0
2023-11-01,601318,3.0,6.0,5.0,1.0,0.0,1.0,1.0,0.0,3,17,9,3,5,3,0,1
2023-11-02,601318,1.0,8.0,7.0,1.0,0.0,7.0,1.0,0.0,3,11,7,3,1,2,1,1
2023-11-03,601318,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,4,11,7,1,3,1,1,0
2023-11-06,601318,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,5,15,8,2,5,0,1,1
2023-11-07,601318,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2,6,4,0,2,2,0,0
2023-11-08,601318,1.0,7.0,4.0,2.0,1.0,3.0,1.0,0.0,17,20,6,8,6,2,2,3
2023-11-09,601318,3.0,8.0,2.0,5.0,1.0,1.0,4.0,1.0,11,17,6,1,10,3,1,5
2023-11-10,601318,4.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,7,9,5,2,2,2,2,0
2023-11-13,601318,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,7,21,12,3,6,3,1,0
2023-11-14,601318,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,5,18,7,4,7,2,2,3
2023-11-15,601318,3.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,4,23,6,9,8,0,2,1
2023-11-16,601318,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,3,13,7,3,3,0,1,2
2023-11-17,601318,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,14,6,5,3,1,1,0
2023-11-20,601318,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1,9,3,4,2,0,0,1
2023-11-21,601318,,,,,,,,,0,15,13,1,1,6,1,1
2023-11-22,601318,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0,5,3,1,1,2,0,0
2023-11-23,601318,1.0,8.0,5.0,1.0,2.0,5.0,1.0,1.0,1,9,4,2,3,3,0,2
2023-11-24,601318,0.0,5.0,4.0,1.0,0.0,2.0,1.0,0.0,5,10,4,3,3,2,0,1
2023-11-27,601318,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,8,7,1,0,3,0,0
2023-11-28,601318,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,2,5,3,2,0,1,1,0
2023-11-29,601318,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,5,18,7,7,4,2,1,2
2023-11-30,601318,0.0,5.0,3.0,1.0,1.0,3.0,0.0,1.0,7,19,11,3,5,3,2,1
2023-12-01,601318,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1,9,4,4,1,2,2,0
2023-12-04,601318,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6,12,7,4,1,3,2,0
2023-12-05,601318,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,10,2,7,1,1,2,0
2023-12-06,601318,2.0,6.0,5.0,1.0,0.0,2.0,1.0,0.0,0,4,2,2,0,0,1,0
2023-12-07,601318,,,,,,,,,0,8,1,3,4,0,1,2
2023-12-08,601318,0.0,10.0,3.0,4.0,3.0,1.0,3.0,2.0,1,11,5,2,4,2,2,3
2023-12-11,601318,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,2,2,0,0,2,0,0
2023-12-12,601318,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0,7,5,1,1,2,0,0
2023-12-13,601318,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,11,19,9,8,2,4,2,2
2023-12-14,601318,0.0,4.0,3.0,1.0,0.0,3.0,1.0,0.0,2,10,8,1,1,2,0,0
2023-12-15,601318,0.0,7.0,4.0,3.0,0.0,4.0,2.0,0.0,4,9,4,2,3,2,2,2
2023-12-18,601318,1.0,9.0,8.0,0.0,1.0,1.0,0.0,1.0,2,16,8,4,4,3,1,0
2023-12-19,601318,0.0,4.0,2.0,2.0,0.0,2.0,1.0,0.0,26,46,24,15,7,3,1,2
2023-12-20,601318,2.0,6.0,4.0,2.0,0.0,3.0,2.0,0.0,10,22,9,8,5,2,1,1
2023-12-21,601318,4.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,4,9,3,3,3,1,1,1
2023-12-22,601318,1.0,11.0,5.0,6.0,0.0,2.0,2.0,0.0,3,17,5,9,3,1,6,1
2023-12-25,601318,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,5,3,1,1,2,0,1
2023-12-26,601318,2.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,2,10,4,4,2,1,1,2
2023-12-27,601318,1.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1,7,4,2,1,1,2,1
2023-12-28,601318,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2,14,9,3,2,3,2,0
2023-12-29,601318,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,6,17,5,7,5,1,1,3
