Date,secucode,Newsnum_Title_news1,Newsnum_Cont_news1,Posnews_All_news1,Neunews_All_news1,Negnews_All_news1,Posnews_Ori_news1,Neunews_Ori_news1,Negnews_Ori_news1,Newsnum_Title_news2,Newsnum_Cont_news2,Posnews_All_news2,Neunews_All_news2,Negnews_All_news2,Posnews_Ori_news2,Neunews_Ori_news2,Negnews_Ori_news2
2023-07-03,157,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,
2023-07-04,157,0.0,5.0,2.0,3.0,0.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0
2023-07-05,157,,,,,,,,,2.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0
2023-07-06,157,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
2023-07-07,157,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,4.0,3.0,1.0,2.0,2.0,0.0
2023-07-10,157,,,,,,,,,4.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0
2023-07-11,157,,,,,,,,,5.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0
2023-07-12,157,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
2023-07-13,157,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-07-14,157,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-07-17,157,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0
2023-07-18,157,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0
2023-07-19,157,1.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0
2023-07-20,157,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0
2023-07-21,157,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0
2023-07-24,157,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0
2023-07-25,157,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
2023-07-26,157,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
2023-07-27,157,,,,,,,,,,,,,,,,
2023-07-28,157,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
2023-07-31,157,,,,,,,,,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
2023-08-01,157,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-08-02,157,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
2023-08-03,157,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
