Date,secucode,open,high,low,close,volume,amount,change,change_ratio,Newsnum_Title_news1,Newsnum_Cont_news1,Posnews_All_news1,Neunews_All_news1,Negnews_All_news1,Posnews_Ori_news1,Neunews_Ori_news1,Negnews_Ori_news1,Newsnum_Title_news2,Newsnum_Cont_news2,Posnews_All_news2,Neunews_All_news2,Negnews_All_news2,Posnews_Ori_news2,Neunews_Ori_news2,Negnews_Ori_news2
2020-01-02,002714,90.05,92.86,90.01,91.82,212800,1952824576,3.03,3.412546457934452,0,2,2,0,0,2,0,0,0,1,1,0,0,1,0,0
2020-01-03,002714,92.38,93.67,89.12,90.8,164550,1488092288,-1.02,-1.1108690917011543,,,,,,,,,0,1,1,0,0,1,0,0
2020-01-06,002714,89.6,91.31,89.5,90.35,118668,1073677056,-0.45,-0.4955947136563877,,,,,,,,,6,6,4,2,0,2,0,0
2020-01-07,002714,90.5,94.99,90.35,93.8,199119,1861821184,3.45,3.818483674598783,0,1,1,0,0,0,0,0,2,2,2,0,0,1,0,0
2020-01-08,002714,94.21,96.35,92.68,94.88,201073,1910094080,1.08,1.1513859275053304,,,,,,,,,0,5,2,0,3,0,0,1
2020-01-09,002714,94.8,95.58,93.0,93.51,109421,1027554624,-1.37,-1.443929173693086,,,,,,,,,,,,,,,,
2020-01-10,002714,93.4,93.43,90.15,90.78,148237,1350723200,-2.73,-2.9194738530638435,,,,,,,,,,,,,,,,
2020-01-13,002714,90.66,92.61,89.8,91.38,127674,1165009536,0.6,0.6609385327164574,,,,,,,,,,,,,,,,
2020-01-14,002714,91.55,92.39,90.13,90.81,97450,887727808,-0.57,-0.623768877216021,,,,,,,,,15,17,14,1,2,1,0,0
2020-01-15,002714,94.98,95.0,88.79,89.68,199918,1830498176,-1.13,-1.2443563484197775,1,1,1,0,0,1,0,0,7,9,8,0,1,1,0,0
2020-01-16,002714,89.68,92.35,88.08,90.5,131396,1192272512,0.82,0.9143621766280108,,,,,,,,,6,11,5,2,4,0,1,1
2020-01-17,002714,90.57,91.18,88.1,88.82,121468,1082403584,-1.68,-1.856353591160221,0,1,1,0,0,0,0,0,2,2,0,1,1,0,1,0
2020-01-20,002714,88.86,91.49,86.7,90.83,139213,1250576384,2.01,2.263003827966674,0,2,1,1,0,1,1,0,1,1,1,0,0,1,0,0
2020-01-21,002714,90.56,90.98,88.4,88.5,85335,761564928,-2.33,-2.5652317516239127,,,,,,,,,1,1,0,1,0,0,0,0
2020-01-22,002714,87.88,87.88,83.36,86.05,180065,1536863744,-2.45,-2.768361581920904,0,1,1,0,0,1,0,0,0,2,0,0,2,0,0,2
2020-01-23,002714,83.9,85.43,80.66,81.68,162752,1346424704,-4.37,-5.078442765833818,0,1,0,1,0,0,1,0,,,,,,,,
2020-02-03,002714,73.51,76.56,73.51,73.6,263787,1966443008,-8.08,-9.8922624877571,0,1,1,0,0,1,0,0,2,3,3,0,0,1,0,0
2020-02-04,002714,75.03,80.96,75.0,80.96,228662,1808239488,7.36,10.0,0,3,0,3,0,0,0,0,1,1,0,1,0,0,0,0
2020-02-05,002714,83.01,84.88,81.55,81.93,196457,1628721536,0.97,1.1981225296442688,,,,,,,,,1,1,0,0,1,0,0,0
2020-02-06,002714,84.98,90.12,82.1,90.12,267030,2330780672,8.19,9.996338337605271,,,,,,,,,1,1,0,0,1,0,0,1
2020-02-07,002714,88.9,94.32,86.35,92.45,258497,2375036928,2.33,2.5854416333777186,0,1,0,1,0,0,0,0,,,,,,,,
2020-02-10,002714,92.48,101.6,92.48,99.21,287988,2851051264,6.76,7.312060573282856,0,2,1,1,0,0,0,0,1,2,1,0,1,0,0,1
2020-02-11,002714,99.21,103.0,99.21,100.01,204290,2055947648,0.8,0.806370325572019,,,,,,,,,1,1,1,0,0,1,0,0
2020-02-12,002714,99.99,100.7,97.4,98.25,220886,2177789440,-1.76,-1.7598240175982405,,,,,,,,,1,3,1,1,1,0,1,1
2020-02-13,002714,98.68,99.63,96.19,98.17,158997,1556677504,-0.08,-0.0814249363867684,,,,,,,,,1,1,0,0,1,0,0,0
2020-02-14,002714,99.8,106.52,99.8,106.01,312039,3241116672,7.84,7.986146480594887,,,,,,,,,4,6,3,2,1,2,1,1
2020-02-17,002714,106.01,107.85,103.71,105.45,208277,2193622528,-0.56,-0.5282520516932365,0,1,0,1,0,0,1,0,1,2,1,1,0,1,1,0
2020-02-18,002714,104.0,106.75,103.11,106.25,149178,1570833536,0.8,0.7586533902323376,0,1,0,0,1,0,0,1,1,14,2,5,7,0,0,0
2020-02-19,002714,107.0,111.93,107.0,107.8,233642,2556315392,1.55,1.4588235294117646,,,,,,,,,4,4,1,1,2,1,1,1
2020-02-20,002714,109.75,110.5,107.02,108.21,181690,1968242560,0.41,0.3803339517625232,0,1,1,0,0,1,0,0,0,10,8,0,2,0,0,0
2020-02-21,002714,108.0,112.79,106.4,110.46,196392,2160428544,2.25,2.079290268921542,0,1,0,1,0,0,1,0,,,,,,,,
2020-02-24,002714,109.0,113.5,107.5,111.57,214581,2376996096,1.11,1.004888647474199,,,,,,,,,1,2,1,0,1,0,0,0
2020-02-25,002714,110.1,121.0,109.7,119.97,282048,3293811200,8.4,7.528905619790266,0,2,1,1,0,1,0,0,2,5,4,0,2,0,0,0
2020-02-26,002714,119.91,122.0,115.01,116.0,268788,3180195840,-3.97,-3.309160623489206,,,,,,,,,18,22,18,2,2,4,1,0
2020-02-27,002714,116.0,123.4,114.0,118.6,330405,3938945792,2.6,2.2413793103448274,2,4,3,1,0,2,1,0,18,21,16,2,3,2,0,0
