Date,secucode,open,high,low,close,volume,amount,change,change_ratio,Newsnum_Title_news1,Newsnum_Cont_news1,Posnews_All_news1,Neunews_All_news1,Negnews_All_news1,Posnews_Ori_news1,Neunews_Ori_news1,Negnews_Ori_news1,Newsnum_Title_news2,Newsnum_Cont_news2,Posnews_All_news2,Neunews_All_news2,Negnews_All_news2,Posnews_Ori_news2,Neunews_Ori_news2,Negnews_Ori_news2
2020-01-02,600741,26.37,26.62,26.16,26.36,141420,373917280,0.37,1.4236244709503656,,,,,,,,,,,,,,,,
2020-01-03,600741,26.42,26.65,25.98,26.09,130332,341631712,-0.27,-1.024279210925645,,,,,,,,,,,,,,,,
2020-01-06,600741,26.3,28.4,26.28,27.08,289466,792363904,0.99,3.794557301648141,,,,,,,,,2,2,0,0,2,0,0,1
2020-01-07,600741,27.49,27.6,27.1,27.36,141084,385286368,0.28,1.03397341211226,,,,,,,,,,,,,,,,
2020-01-08,600741,27.36,29.22,27.17,28.21,306505,876380928,0.85,3.1067251461988303,,,,,,,,,,,,,,,,
2020-01-09,600741,28.8,29.58,28.35,28.81,191433,553225216,0.6,2.1269053527118045,,,,,,,,,0,1,0,1,0,0,1,0
2020-01-10,600741,28.81,28.98,28.16,28.52,176864,504350688,-0.29,-1.0065949323151684,,,,,,,,,1,1,1,0,0,1,0,0
2020-01-13,600741,28.52,28.85,28.11,28.53,169963,482623968,0.01,0.035063113604488,,,,,,,,,,,,,,,,
2020-01-14,600741,28.8,29.09,28.0,28.14,158382,450044192,-0.39,-1.3669821240799158,,,,,,,,,,,,,,,,
2020-01-15,600741,28.12,28.57,28.02,28.41,140975,399115744,0.27,0.9594882729211088,,,,,,,,,,,,,,,,
2020-01-16,600741,28.57,29.28,28.41,28.56,118843,342485600,0.15,0.5279831045406547,,,,,,,,,,,,,,,,
2020-01-17,600741,28.64,28.75,28.3,28.61,93344,266458352,0.05,0.1750700280112045,,,,,,,,,0,1,0,0,1,0,0,0
2020-01-20,600741,28.57,28.58,27.25,28.29,239158,670179072,-0.32,-1.118490038448095,,,,,,,,,,,,,,,,
2020-01-21,600741,28.31,28.39,27.35,27.61,178876,495898048,-0.68,-2.40367621067515,,,,,,,,,,,,,,,,
2020-01-22,600741,27.58,27.89,27.02,27.61,196476,540849792,0.0,0.0,,,,,,,,,,,,,,,,
2020-01-23,600741,27.37,28.36,26.3,26.7,154282,421418848,-0.91,-3.2959072799710247,,,,,,,,,0,1,0,1,0,0,0,0
2020-02-03,600741,24.03,26.26,24.03,25.58,261391,660521792,-1.12,-4.194756554307117,,,,,,,,,1,3,0,2,1,0,0,0
2020-02-04,600741,26.07,26.8,26.0,26.37,196182,518791136,0.79,3.08835027365129,,,,,,,,,,,,,,,,
2020-02-05,600741,27.37,27.5,26.45,26.74,189042,511365248,0.37,1.4031095942358742,,,,,,,,,,,,,,,,
2020-02-06,600741,26.11,26.8,25.21,26.15,385091,999371456,-0.59,-2.2064323111443533,,,,,,,,,,,,,,,,
2020-02-07,600741,26.0,26.0,25.13,25.39,249438,632895616,-0.76,-2.9063097514340344,,,,,,,,,,,,,,,,
2020-02-10,600741,25.5,26.62,25.24,26.53,247877,645564608,1.14,4.489956675856637,,,,,,,,,,,,,,,,
2020-02-11,600741,27.3,27.4,26.59,27.01,218046,589893504,0.48,1.8092725216735768,,,,,,,,,,,,,,,,
2020-02-12,600741,26.87,27.17,26.55,26.92,145643,391195808,-0.09,-0.3332099222510181,,,,,,,,,,,,,,,,
2020-02-13,600741,26.8,27.05,26.58,26.62,110989,296827968,-0.3,-1.1144130757800892,,,,,,,,,0,2,0,0,2,0,0,0
2020-02-14,600741,26.53,26.78,26.2,26.67,110456,292819488,0.05,0.1878287002253944,,,,,,,,,0,2,0,1,1,0,0,1
2020-02-17,600741,26.36,28.35,26.36,28.21,245119,678720320,1.54,5.774278215223097,,,,,,,,,,,,,,,,
2020-02-18,600741,28.4,28.45,27.68,27.9,156177,438032288,-0.31,-1.098901098901099,,,,,,,,,,,,,,,,
2020-02-19,600741,28.46,28.47,27.33,27.51,141667,392606016,-0.39,-1.3978494623655917,,,,,,,,,,,,,,,,
2020-02-20,600741,27.66,28.76,27.1,28.41,240344,672434816,0.9,3.271537622682661,,,,,,,,,,,,,,,,
2020-02-21,600741,28.4,29.79,28.2,29.45,212945,623335168,1.04,3.6606828581485393,,,,,,,,,,,,,,,,
2020-02-24,600741,29.27,30.12,28.98,29.48,226837,670912960,0.03,0.1018675721561969,,,,,,,,,0,1,1,0,0,0,0,0
2020-02-25,600741,28.9,30.31,28.24,30.05,245806,721129216,0.57,1.9335142469470827,,,,,,,,,0,5,1,3,1,0,0,0
2020-02-26,600741,29.5,29.62,28.4,28.4,198600,576105024,-1.65,-5.490848585690515,,,,,,,,,1,1,1,0,0,1,0,0
2020-02-27,600741,28.6,29.09,28.19,28.36,143405,410700800,-0.04,-0.1408450704225352,,,,,,,,,,,,,,,,
2020-02-28,600741,27.1,28.36,26.84,28.15,185075,510802560,-0.21,-0.7404795486600846,,,,,,,,,,,,,,,,
2020-03-02,600741,27.85,28.77,27.61,28.55,167960,474825952,0.4,1.4209591474245116,,,,,,,,,0,1,1,0,0,0,0,0
2020-03-03,600741,28.73,29.38,27.9,28.03,176121,501776640,-0.52,-1.8213660245183887,0,1,0,1,0,0,0,0,0,2,2,0,0,2,0,0
2020-03-04,600741,27.33,27.9,27.0,27.51,166817,455490976,-0.52,-1.855155190866928,,,,,,,,,0,2,1,1,0,1,1,0
2020-03-05,600741,27.61,27.97,27.27,27.77,132978,366936768,0.26,0.9451108687749908,,,,,,,,,0,2,2,0,0,1,0,0
2020-03-06,600741,27.59,27.59,26.89,27.12,163762,444032960,-0.65,-2.340655383507382,,,,,,,,,,,,,,,,
2020-03-09,600741,26.5,26.77,25.53,25.7,193659,503923456,-1.42,-5.235988200589971,,,,,,,,,0,1,0,1,0,0,1,0
2020-03-10,600741,25.52,26.68,25.06,26.53,214190,555823040,0.83,3.229571984435798,,,,,,,,,,,,,,,,
2020-03-11,600741,26.5,26.72,25.65,25.68,190967,497314304,-0.85,-3.203920090463626,,,,,,,,,,,,,,,,
2020-03-12,600741,25.17,25.44,24.68,25.09,197288,494149248,-0.59,-2.297507788161994,,,,,,,,,,,,,,,,
2020-03-13,600741,23.31,24.64,23.31,24.15,227844,543577920,-0.94,-3.746512554802712,,,,,,,,,0,1,0,1,0,0,1,0
2020-03-16,600741,24.29,24.34,22.51,22.53,218414,507333216,-1.62,-6.70807453416149,,,,,,,,,,,,,,,,
2020-03-17,600741,22.4,23.3,21.81,22.44,229398,517500320,-0.09,-0.3994673768308922,,,,,,,,,,,,,,,,
2020-03-18,600741,22.74,22.99,21.73,21.87,253663,565872320,-0.57,-2.5401069518716577,,,,,,,,,,,,,,,,
2020-03-19,600741,21.98,21.98,20.44,21.22,286372,603495936,-0.65,-2.972107910379516,,,,,,,,,0,5,3,0,2,0,0,0
2020-03-20,600741,21.65,21.74,20.23,20.8,269429,561146688,-0.42,-1.9792648444863337,,,,,,,,,0,1,1,0,0,0,0,0
2020-03-23,600741,19.99,19.99,18.84,18.91,284423,550183040,-1.89,-9.086538461538462,,,,,,,,,0,3,2,0,1,0,0,1
