Date,secucode,open,high,low,close,volume,amount,change,change_ratio
2020-01-02,601658,5.9,6.02,5.9,5.93,1518237,905022464,0.07,1.1945392491467577
2020-01-03,601658,5.93,6.01,5.85,5.98,1364281,808288512,0.05,0.8431703204047217
2020-01-06,601658,5.94,5.97,5.87,5.91,884076,523720064,-0.07,-1.1705685618729096
2020-01-07,601658,5.89,5.94,5.88,5.92,534210,315750304,0.01,0.1692047377326565
2020-01-08,601658,5.88,5.89,5.81,5.85,921083,539743104,-0.07,-1.1824324324324325
2020-01-09,601658,5.85,5.88,5.8,5.87,616591,360115904,0.02,0.3418803418803419
2020-01-10,601658,5.85,5.92,5.82,5.9,694748,407778112,0.03,0.5110732538330494
2020-01-13,601658,5.87,5.88,5.76,5.79,1734636,1007044480,-0.11,-1.864406779661017
2020-01-14,601658,5.79,5.79,5.75,5.76,1074266,619921408,-0.03,-0.5181347150259068
2020-01-15,601658,5.75,5.76,5.7,5.7,666909,382018240,-0.06,-1.0416666666666663
2020-01-16,601658,5.72,5.73,5.64,5.64,819470,464438528,-0.06,-1.0526315789473684
2020-01-17,601658,5.66,5.71,5.66,5.67,570035,323989600,0.03,0.5319148936170213
2020-01-20,601658,5.68,5.73,5.68,5.72,515144,294220512,0.05,0.8818342151675485
2020-01-21,601658,5.71,5.73,5.66,5.66,435683,247628112,-0.06,-1.048951048951049
2020-01-22,601658,5.65,5.73,5.6,5.71,673944,382449600,0.05,0.88339222614841
2020-01-23,601658,5.68,5.69,5.57,5.67,648748,365265664,-0.04,-0.7005253940455342
2020-02-03,601658,5.38,5.56,5.21,5.5,1769614,953108928,-0.17,-2.9982363315696645
2020-02-04,601658,5.42,5.55,5.42,5.54,969110,531487872,0.04,0.7272727272727273
2020-02-05,601658,5.51,5.54,5.46,5.5,855266,470326368,-0.04,-0.7220216606498195
2020-02-06,601658,5.51,5.52,5.47,5.52,758456,417002592,0.02,0.3636363636363636
2020-02-07,601658,5.5,5.5,5.45,5.5,841064,460296384,-0.02,-0.3623188405797101
2020-02-10,601658,5.47,5.51,5.44,5.51,862795,472076512,0.01,0.1818181818181818
2020-02-11,601658,5.49,5.53,5.47,5.51,451187,248425920,0.0,0.0
2020-02-12,601658,5.49,5.5,5.46,5.5,349541,191802000,-0.01,-0.1814882032667876
2020-02-13,601658,5.5,5.51,5.46,5.5,476363,261156704,0.0,0.0
2020-02-14,601658,5.48,5.5,5.47,5.5,324974,178394560,0.0,0.0
2020-02-17,601658,5.49,5.56,5.48,5.56,721277,398249472,0.06,1.090909090909091
2020-02-18,601658,5.54,5.54,5.49,5.52,597866,329300928,-0.04,-0.7194244604316548
2020-02-19,601658,5.5,5.52,5.49,5.5,384438,211473232,-0.02,-0.3623188405797101
2020-02-20,601658,5.5,5.58,5.48,5.56,923256,510405824,0.06,1.090909090909091
2020-02-21,601658,5.53,5.56,5.51,5.52,676597,374241568,-0.04,-0.7194244604316548
2020-02-24,601658,5.5,5.52,5.49,5.5,549826,302330912,-0.02,-0.3623188405797101
2020-02-25,601658,5.48,5.5,5.46,5.5,817348,448032128,0.0,0.0
2020-02-26,601658,5.48,5.57,5.48,5.52,724116,400447840,0.02,0.3636363636363636
2020-02-27,601658,5.51,5.55,5.49,5.52,534604,294545248,0.0,0.0
2020-02-28,601658,5.49,5.52,5.47,5.5,605960,332798080,-0.02,-0.3623188405797101
2020-03-02,601658,5.49,5.53,5.48,5.53,636619,350909664,0.03,0.5454545454545455
2020-03-03,601658,5.53,5.56,5.5,5.52,622272,343972864,-0.01,-0.1808318264014466
2020-03-04,601658,5.5,5.51,5.48,5.5,444542,244199488,-0.02,-0.3623188405797101
2020-03-05,601658,5.5,5.7,5.5,5.62,1600005,897360448,0.12,2.181818181818182
2020-03-06,601658,5.56,5.56,5.5,5.51,686978,379372128,-0.11,-1.9572953736654803
2020-03-09,601658,5.48,5.5,5.47,5.49,669293,367007264,-0.02,-0.3629764065335753
2020-03-10,601658,5.46,5.5,5.42,5.5,552810,302374016,0.01,0.1821493624772313
2020-03-11,601658,5.49,5.51,5.47,5.51,405264,222386768,0.01,0.1818181818181818
2020-03-12,601658,5.5,5.54,5.48,5.51,396899,218318656,0.0,0.0
2020-03-13,601658,5.45,5.55,5.37,5.55,989407,540599296,0.04,0.7259528130671506
2020-03-16,601658,5.52,5.52,5.43,5.44,660944,361555008,-0.11,-1.981981981981982
