Date,secucode,open,high,low,close,volume,amount,change,change_ratio
2020-01-02,601288,3.71,3.75,3.7,3.73,2055124,766905856,0.04,1.084010840108401
2020-01-03,601288,3.74,3.74,3.71,3.72,1118142,416711488,-0.01,-0.2680965147453083
2020-01-06,601288,3.71,3.72,3.67,3.69,2510802,928482816,-0.03,-0.8064516129032258
2020-01-07,601288,3.69,3.75,3.68,3.72,2912949,1084517504,0.03,0.8130081300813009
2020-01-08,601288,3.71,3.72,3.68,3.69,1682148,621621248,-0.03,-0.8064516129032258
2020-01-09,601288,3.7,3.71,3.67,3.68,1290993,476337088,-0.01,-0.2710027100271002
2020-01-10,601288,3.69,3.7,3.67,3.68,1027248,378111744,0.0,0.0
2020-01-13,601288,3.68,3.68,3.65,3.68,1662265,608708736,0.0,0.0
2020-01-14,601288,3.68,3.69,3.67,3.68,1314185,483396768,0.0,0.0
2020-01-15,601288,3.67,3.68,3.65,3.65,1033064,377725952,-0.03,-0.8152173913043478
2020-01-16,601288,3.66,3.66,3.61,3.61,1820159,660037504,-0.04,-1.095890410958904
2020-01-17,601288,3.61,3.64,3.6,3.62,992637,359412864,0.01,0.2770083102493075
2020-01-20,601288,3.62,3.63,3.61,3.62,872500,315896928,0.0,0.0
2020-01-21,601288,3.62,3.62,3.57,3.58,1950674,700428544,-0.04,-1.1049723756906076
2020-01-22,601288,3.57,3.58,3.54,3.57,1788009,637001472,-0.01,-0.2793296089385474
2020-01-23,601288,3.56,3.56,3.51,3.52,2431274,857675264,-0.05,-1.400560224089636
2020-02-03,601288,3.3,3.4,3.27,3.37,4777265,1595441024,-0.15,-4.261363636363636
2020-02-04,601288,3.35,3.43,3.35,3.42,3219481,1090924288,0.05,1.483679525222552
2020-02-05,601288,3.42,3.44,3.39,3.42,2481941,848611584,0.0,0.0
2020-02-06,601288,3.43,3.44,3.4,3.43,1910762,653402496,0.01,0.2923976608187134
2020-02-07,601288,3.41,3.41,3.38,3.4,1991684,675907264,-0.03,-0.8746355685131195
2020-02-10,601288,3.38,3.4,3.37,3.39,1586097,537274752,-0.01,-0.2941176470588235
2020-02-11,601288,3.4,3.43,3.39,3.42,1791483,611598400,0.03,0.8849557522123894
