Date,secucode,open,high,low,close,volume,amount,change,change_ratio
2020-01-02,000617,12.35,12.35,12.06,12.12,40192,48871444.0,-0.05,-0.4108463434675432
2020-01-03,000617,12.08,12.1,11.9,11.97,30943,37083884.0,-0.15,-1.2376237623762376
2020-01-06,000617,11.9,12.24,11.81,12.19,44097,53446396.0,0.22,1.8379281537176275
2020-01-07,000617,12.1,12.2,12.01,12.13,28162,34061444.0,-0.06,-0.4922067268252666
2020-01-08,000617,12.15,12.37,11.92,11.97,34598,41973392.0,-0.16,-1.3190436933223413
2020-01-09,000617,11.99,12.14,11.92,11.99,26344,31573182.0,0.02,0.1670843776106934
2020-01-10,000617,11.99,12.05,11.75,11.77,23754,28201962.0,-0.22,-1.834862385321101
2020-01-13,000617,11.8,11.8,11.5,11.63,28504,32975262.0,-0.14,-1.18946474086661
2020-01-14,000617,11.68,12.24,11.65,12.18,55450,66729660.0,0.55,4.729148753224419
2020-01-15,000617,12.08,12.15,11.86,11.89,28396,33968464.0,-0.29,-2.380952380952381
2020-01-16,000617,11.9,12.02,11.7,11.74,22048,26181804.0,-0.15,-1.2615643397813288
2020-01-17,000617,11.76,11.82,11.49,11.58,32579,37845624.0,-0.16,-1.362862010221465
2020-01-20,000617,11.64,11.64,11.5,11.64,18275,21201810.0,0.06,0.5181347150259068
2020-01-21,000617,11.64,11.65,11.5,11.51,15461,17855060.0,-0.13,-1.1168384879725086
2020-01-22,000617,11.41,11.48,11.16,11.2,45983,51626656.0,-0.31,-2.6933101650738487
2020-01-23,000617,11.14,11.14,10.76,10.85,28235,30925278.0,-0.35,-3.125
2020-02-03,000617,9.77,9.77,9.77,9.77,10822,10573094.0,-1.08,-9.953917050691244
2020-02-04,000617,8.83,9.81,8.83,9.64,43235,41458632.0,-0.13,-1.3306038894575232
2020-02-05,000617,9.72,10.11,9.58,10.05,30208,29879284.0,0.41,4.253112033195021
2020-02-06,000617,10.0,10.26,10.0,10.2,18993,19258746.0,0.15,1.4925373134328357
2020-02-07,000617,10.23,10.39,10.03,10.2,20524,20868056.0,0.0,0.0
2020-02-10,000617,10.2,10.45,10.11,10.44,18951,19612200.0,0.24,2.3529411764705883
2020-02-11,000617,10.48,10.62,10.4,10.54,18970,19995568.0,0.1,0.9578544061302682
2020-02-12,000617,10.43,10.6,10.43,10.59,17007,17903728.0,0.05,0.4743833017077798
2020-02-13,000617,10.66,10.66,10.26,10.29,27877,29005482.0,-0.3,-2.8328611898017
2020-02-14,000617,10.25,10.56,10.25,10.38,23692,24653790.0,0.09,0.8746355685131195
2020-02-17,000617,10.5,10.79,10.49,10.72,29067,31015056.0,0.34,3.275529865125241
2020-02-18,000617,10.79,10.8,10.61,10.64,21173,22591268.0,-0.08,-0.7462686567164178
2020-02-19,000617,10.62,10.93,10.53,10.73,30404,32811548.0,0.09,0.8458646616541353
2020-02-20,000617,10.74,11.11,10.57,11.08,48537,52705368.0,0.35,3.2618825722274
2020-02-21,000617,11.0,11.25,10.9,11.0,51171,56548076.0,-0.08,-0.7220216606498195
2020-02-24,000617,11.07,11.07,10.83,10.86,30949,33711544.0,-0.14,-1.2727272727272727
2020-02-25,000617,10.64,11.11,10.51,11.11,50088,54223140.0,0.25,2.3020257826887662
2020-02-26,000617,11.24,11.29,10.9,11.02,58786,65325876.0,-0.09,-0.8100810081008101
2020-02-27,000617,11.06,11.18,10.96,11.05,34725,38485884.0,0.03,0.2722323049001814
2020-02-28,000617,10.7,10.95,10.48,10.62,34151,36566928.0,-0.43,-3.891402714932127
2020-03-02,000617,10.7,11.15,10.7,11.07,28225,30935380.0,0.45,4.23728813559322
2020-03-03,000617,11.14,11.3,10.87,10.95,31246,34591276.0,-0.12,-1.084010840108401
2020-03-04,000617,10.8,11.06,10.79,10.98,18991,20759514.0,0.03,0.273972602739726
2020-03-05,000617,11.0,11.29,10.97,11.2,47599,53109888.0,0.22,2.0036429872495445
2020-03-06,000617,11.09,11.15,10.9,10.94,31697,34811736.0,-0.26,-2.321428571428572
2020-03-09,000617,10.71,10.79,10.48,10.52,29526,31399446.0,-0.42,-3.839122486288848
2020-03-10,000617,10.54,10.87,10.41,10.81,29550,31516386.0,0.29,2.7566539923954374
2020-03-11,000617,10.82,10.94,10.66,10.67,21610,23321268.0,-0.14,-1.2950971322849214
2020-03-12,000617,10.75,10.75,10.41,10.48,18951,19904606.0,-0.19,-1.7806935332708531
2020-03-13,000617,9.91,10.49,9.72,10.36,23947,24366904.0,-0.12,-1.1450381679389312
2020-03-16,000617,10.36,10.43,9.87,9.88,28725,29163350.0,-0.48,-4.633204633204633
2020-03-17,000617,9.93,10.14,9.65,9.92,28821,28510650.0,0.04,0.4048582995951417
2020-03-18,000617,9.93,10.06,9.65,9.68,22270,21934010.0,-0.24,-2.419354838709677
2020-03-19,000617,9.7,9.76,9.4,9.69,21266,20408294.0,0.01,0.1033057851239669
2020-03-20,000617,9.7,9.89,9.6,9.82,19041,18527684.0,0.13,1.3415892672858616
2020-03-23,000617,9.69,9.69,9.32,9.34,13685,12995502.0,-0.48,-4.887983706720977
2020-03-24,000617,9.53,9.53,9.29,9.51,16395,15442244.0,0.17,1.820128479657388
2020-03-25,000617,9.7,9.85,9.62,9.76,20641,20087480.0,0.25,2.6288117770767614
2020-03-26,000617,9.78,9.84,9.6,9.68,15054,14629342.0,-0.08,-0.819672131147541
