Date,secucode,open,high,low,close,volume,amount,change,change_ratio
2020-04-20,688126,9.5,11.09,8.96,10.91,3200112,3088643072,1.41,14.842105263157896
2020-04-21,688126,10.2,11.06,10.09,10.38,2128263,2225092352,-0.53,-4.857928505957837
2020-04-22,688126,10.6,12.31,10.6,11.8,1977069,2263472640,1.42,13.680154142581888
2020-04-23,688126,11.71,12.14,11.11,11.27,1551968,1805882752,-0.53,-4.491525423728813
2020-04-24,688126,11.06,11.56,10.71,11.3,1131483,1258423424,0.03,0.2661934338952972
2020-04-27,688126,11.38,12.5,11.16,11.76,1277997,1506328576,0.46,4.070796460176991
2020-04-28,688126,11.58,13.58,11.57,13.5,1633143,2054162304,1.74,14.79591836734694
2020-04-29,688126,13.65,13.84,12.91,13.2,1073829,1438901888,-0.3,-2.2222222222222223
2020-04-30,688126,13.4,15.84,13.21,15.84,1197209,1742665728,2.64,20.0
2020-05-06,688126,16.1,19.01,16.1,19.01,1429117,2457150464,3.17,20.012626262626263
2020-05-07,688126,19.42,20.1,17.2,17.66,2057978,3800341760,-1.35,-7.101525512887953
2020-05-08,688126,17.38,18.35,16.75,17.72,1523368,2669117696,0.06,0.3397508493771234
2020-05-11,688126,17.81,19.01,17.23,18.27,1295990,2342241024,0.55,3.1038374717832955
2020-05-12,688126,17.86,18.13,16.76,17.68,1150953,2004356352,-0.59,-3.2293377120963327
2020-05-13,688126,17.49,19.07,17.41,18.28,1190681,2188934912,0.6,3.3936651583710407
2020-05-14,688126,18.48,21.8,18.12,19.2,1630634,3205150208,0.92,5.032822757111598
2020-05-15,688126,19.45,20.56,18.9,19.94,1310327,2587194112,0.74,3.854166666666667
2020-05-18,688126,21.01,21.88,20.19,20.6,1354870,2843501312,0.66,3.309929789368105
2020-05-19,688126,20.5,22.7,20.35,22.7,1269789,2694382080,2.1,10.194174757281552
2020-05-20,688126,22.0,24.68,21.97,23.56,1338610,3131790848,0.86,3.788546255506608
2020-05-21,688126,23.89,24.7,21.57,22.49,1349462,3148336640,-1.07,-4.541595925297114
2020-05-22,688126,22.07,23.1,21.52,22.76,1065788,2379431168,0.27,1.200533570475767
2020-05-25,688126,22.9,23.52,22.1,22.18,995151,2268519424,-0.58,-2.5483304042179262
2020-05-26,688126,22.36,26.22,22.31,26.21,1484346,3574433536,4.03,18.169522091974752
2020-05-27,688126,26.5,29.35,26.0,27.7,1408223,3845330432,1.49,5.684853109500191
2020-05-28,688126,27.0,31.45,26.3,31.32,1284641,3623145216,3.62,13.068592057761732
2020-05-29,688126,30.6,34.75,29.5,30.8,1484000,4738036736,-0.52,-1.6602809706257982
2020-06-01,688126,31.45,33.65,31.45,33.56,1203271,3913353216,2.76,8.96103896103896
2020-06-02,688126,34.53,36.34,33.15,36.3,1000281,3463814912,2.74,8.164481525625746
2020-06-03,688126,35.05,37.99,34.4,35.22,1071519,3840948480,-1.08,-2.975206611570248
2020-06-04,688126,34.75,35.58,29.85,30.37,1530575,4923708416,-4.85,-13.770584894946053
2020-06-05,688126,31.0,31.96,29.04,30.59,1259047,3864651776,0.22,0.7243990780375371
2020-06-08,688126,30.77,30.77,27.92,28.39,1169405,3404672768,-2.2,-7.191892775416803
2020-06-09,688126,28.4,32.38,28.2,32.1,1300934,3907863808,3.71,13.06798168369144
2020-06-10,688126,31.4,33.28,30.82,32.44,1110494,3566195200,0.34,1.059190031152648
2020-06-11,688126,32.49,34.9,32.23,33.63,1084061,3652951040,1.19,3.668310727496917
2020-06-12,688126,32.89,33.97,31.8,32.4,907238,2985805568,-1.23,-3.657448706512042
2020-06-15,688126,31.8,32.23,30.02,30.9,776526,2422663424,-1.5,-4.62962962962963
2020-06-16,688126,31.48,33.12,31.27,31.55,829944,2671878400,0.65,2.103559870550162
2020-06-17,688126,31.67,31.67,28.9,30.22,915853,2748027904,-1.33,-4.215530903328051
2020-06-18,688126,29.66,31.6,29.66,29.87,829580,2555917824,-0.35,-1.158173395102581
2020-06-19,688126,29.31,30.77,28.62,29.87,776379,2289408768,0.0,0.0
2020-06-22,688126,29.73,33.97,29.6,32.97,1249966,3993794048,3.1,10.37830599263475
2020-06-23,688126,32.66,33.2,32.09,32.39,670952,2182224128,-0.58,-1.7591750075826509
2020-06-24,688126,32.82,35.09,32.82,33.2,1012003,3444950528,0.81,2.50077184316147
2020-06-29,688126,33.43,34.22,32.4,34.22,714554,2385650688,1.02,3.072289156626506
2020-06-30,688126,34.79,35.9,33.89,34.28,799228,2779093248,0.06,0.1753360607831677
2020-07-01,688126,33.98,34.27,32.42,33.03,749817,2490563840,-1.25,-3.646441073512252
2020-07-02,688126,32.8,34.0,32.67,33.11,641039,2131416832,0.08,0.2422040569179533
2020-07-03,688126,33.53,33.75,31.08,31.98,666547,2152944640,-1.13,-3.412866203563878
2020-07-06,688126,33.2,38.38,32.9,38.38,1367282,5025892352,6.4,20.012507817385867
2020-07-07,688126,40.98,45.6,40.01,41.5,1501350,6418617856,3.12,8.129233976029182
2020-07-08,688126,41.02,46.85,41.02,46.56,1114525,4904417280,5.06,12.192771084337348
2020-07-09,688126,45.9,50.18,45.1,47.65,1023562,4913588224,1.09,2.34106529209622
2020-07-10,688126,46.2,49.96,45.51,48.14,775604,3751569664,0.49,1.0283315844700944
2020-07-13,688126,47.99,57.77,47.99,57.77,887005,4736803328,9.63,20.00415454923141
