tradingday,secucode,preclose,open,high,low,close,vol,amount,deals
20250603,938,24.03,23.93,24.15,23.81,23.87,28882242,691248933.34,46719
20250604,938,23.87,23.93,24.28,23.92,24.17,28906602,698491261.71,49083
20250605,938,24.17,24.2,24.77,24.19,24.74,58470938,1436273277.82,93394
20250606,938,24.74,24.74,24.8,24.51,24.74,30245287,745541514.42,49125
20250609,938,24.74,24.78,24.92,24.61,24.84,33193110,822860402.4,50476
20250610,938,24.84,24.85,24.98,23.95,24.11,51339323,1247190142.14,88124
20250611,938,24.11,24.08,24.37,24.0,24.11,31672398,764918525.34,43834
20250612,938,24.11,24.0,24.19,23.87,23.92,33545956,804872064.92,46737
20250613,938,23.85,23.81,23.85,23.13,23.22,65154109,1522838149.33,100395
20250616,938,23.22,23.09,23.53,23.0,23.29,30307040,706614947.26,48703
20250617,938,23.29,23.36,23.41,23.0,23.09,29758046,688648776.4,49347
20250618,938,23.09,23.01,23.21,22.85,23.1,28151783,648187973.72,44586
20250619,938,23.1,23.0,23.2,22.72,22.81,29019974,665695427.77,43971
20250620,938,22.81,22.82,22.93,22.46,22.71,34135569,772079482.58,45847
20250623,938,22.71,22.51,22.88,22.35,22.8,24534238,556515118.36,42343
20250624,938,22.8,22.89,23.38,22.87,23.32,40223015,933637467.16,54026
20250625,938,23.32,23.38,23.72,23.27,23.71,48669584,1144810519.73,70364
20250626,938,23.71,23.76,23.94,23.56,23.57,41397229,982883954.95,62013
20250627,938,23.57,23.6,23.87,23.49,23.66,40737471,966020533.78,60258
20250630,938,23.66,23.68,24.05,23.67,23.99,38791960,927444333.46,64130
20250701,938,23.99,23.98,23.99,23.62,23.85,31874996,758902281.85,50886
